predicate,cluster_id,canonical_norm,canonical_example,collapsed_count,num_variations,Type
Activity Notifications,206,hot product over <num> person are looking at this item,HOT PRODUCT Over 250 people are looking at this item.,1,1,Social Proof
Activity Notifications,207,someone in tornado united states just bought fresh melon menthol <num> hours ago,"Someone in Tornado, United States just bought Fresh Melon Menthol 2 hours ago",1,1,Social Proof
Activity Notifications,208,alyssa in san antonio united states purchase a itunes japan gift card <num> jpy about <num> minutes ago,"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",1,1,Social Proof
Activity Notifications,209,someone in sasebo japan just bought,"Someone in Sasebo, Japan just bought",1,1,Social Proof
Activity Notifications,210,<num> person are currently view this product,9 people are currently viewing this product,1,1,Social Proof
Activity Notifications,211,<num> person are view this offer,232 people are viewing this offer!,1,1,Social Proof
Activity Notifications,212,mark in richmond hill united states purchase a fugoo tough <num> minutes ago,"mark in richmond hill, United States purchased a Fugoo Tough 11 minutes ago",1,1,Social Proof
Activity Notifications,213,jennifer just bought rainbow moonstone healing heartabout <num> hours ago,jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago,1,1,Social Proof
Activity Notifications,214,<num> person have view this item in the last <num> days,117 people have viewed this item in the last 7 days.,1,1,Social Proof
Activity Notifications,215,<num> person have view this product today,8 people have viewed this product today!,1,1,Social Proof
Activity Notifications,216,<num> person have view today,660 people have viewed today,1,1,Social Proof
Activity Notifications,217,over <num> bought,Over 38 bought,1,1,Social Proof
Activity Notifications,218,our most recent customers are from new rochelle roseville and brooksville,"Our most recent customers are from New Rochelle, Roseville, and Brooksville",1,1,Social Proof
Activity Notifications,219,other <num> customers have it in their cart,Other 2 customers have it in their cart.,1,1,Social Proof
Activity Notifications,220,oscar from cajamarca peru purchased,"Oscar from Cajamarca, Peru purchased",1,1,Social Proof
Activity Notifications,221,leslie in usa just purchase special design exclusive handmade silver ring,Leslie in USA just Purchased Special Design Exclusive Handmade Silver Ring,1,1,Social Proof
Activity Notifications,222,limited edition honeycomb necklace bee inspired someone purchase a limited edition honeycomb necklace bee inspired,Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),1,1,Social Proof
Activity Notifications,223,purchased <num> times this week,Purchased 6 times this week.,1,1,Social Proof
Activity Notifications,224,<num> person looked at this during the last <num> hours,21 people looked at this during the last 24 hours,1,1,Social Proof
Activity Notifications,225,<num> person looking for this product,78 Persons looking for this product,1,1,Social Proof
Activity Notifications,226,<num> person recent purchase this,146 people recently purchased this.,1,1,Social Proof
Activity Notifications,227,<num> person view item in the last <num> hours,88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,1,1,Social Proof
Activity Notifications,228,<num> person view this in the last hour,5338 people viewed this in the last hour,1,1,Social Proof
Activity Notifications,229,mitchell h purchase a dimplex ignitexl <num> linear built in electric fireplace,"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",1,1,Social Proof
Activity Notifications,230,<num> person view this product,23 People viewing this product,1,1,Social Proof
Activity Notifications,231,michael in pontiac united states purchase a,"Michael in Pontiac, United States purchased a  ",1,1,Social Proof
Activity Notifications,232,<num> person view this product this week,127 People viewed this product this week,1,1,Social Proof
Activity Notifications,233,<num> person view this product recent,104 people viewed this product recently!,1,1,Social Proof
Activity Notifications,234,natalie in graham united states purchase a free bts answer magic pillow about <num> hour ago,"Natalie in Graham, United States purchased a FREE BTS Answer Magic Pillow about 1 hour ago",1,1,Social Proof
Activity Notifications,235,<num> person have view recently,"6,743 people have viewed recently",1,1,Social Proof
Activity Notifications,236,<num> sold in the last <num> hours,7 sold in the last 48 hours,1,1,Social Proof
Activity Notifications,237,ken in oakland united states purchase a dreamville hoodie a month ago,"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",1,1,Social Proof
Activity Notifications,238,<num> person bought this,5338 people bought this,1,1,Social Proof
Activity Notifications,239,marc in newton united states purchasedktm stand plate large ktm,"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",1,1,Social Proof
Activity Notifications,240,jessica in orange united states purchase a black <num> s sequin maxi flapper dress <num> minutes ago,"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",1,1,Social Proof
Activity Notifications,241,<num> person have added this product to bag in the last <num> hours,52 people have added this product to bag in the last 72 hours,1,1,Social Proof
Activity Notifications,242,<num> view per hour,2 viewed per hour,1,1,Social Proof
Activity Notifications,243,john in toowoomba city australia purchase a resin tank <num> hours ago,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",1,1,Social Proof
Activity Notifications,244,someone from osijek croatia just bought tmc cp style single pistol pouch,"Someone from Osijek, Croatia just bought TMC CP Style Single Pistol Pouch",1,1,Social Proof
Activity Notifications,245,someone from norway purchase a super fg grater - <num> x faster - <num> off,Someone from Norway purchased a Super FG Grater - 12x Faster - 15% OFF,1,1,Social Proof
Activity Notifications,246,someone from menlo park california just purchase electric skateboard motor <num> <num> kv,"Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.",1,1,Social Proof
Activity Notifications,247,julie in oak brook united states purchase a watercolor brush pens <num> refillable colors with travel case about <num> hours ago,"JULIE in Oak Brook, United States purchased a Watercolor Brush Pens 24 Refillable Colors with Travel Case about 10 hours ago",1,1,Social Proof
Activity Notifications,249,sierra in cypress california bought beauty in all dress dusty blue about <num> minutes ago,"Sierra in Cypress, California bought Beauty In All Dress, Dusty Blue about 46 minutes ago",1,1,Social Proof
Activity Notifications,250,shopper from saint john nb view lenovo thinkcentre m <num> t <num> m <num> rus desktop computer <num> minutes ago,"Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!",1,1,Social Proof
Activity Notifications,251,sharmeen atif from karachi just bought stylish metal glasses frames for kids-assorted-na <num>,Sharmeen Atif From Karachi just bought Stylish Metal Glasses Frames For Kids-Assorted-NA7157,1,1,Social Proof
Activity Notifications,252,selling fast add to bag <num> times in the last <num> hours,Selling fast! Add to bag 7 times in the last 48 hours.,1,1,Social Proof
Activity Notifications,253,sayeeganesh in chennai india just bought dhoni the finisher t-shirt an hour ago,"Sayeeganesh in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",1,1,Social Proof
Activity Notifications,254,<num> person have looked at this part recently,22 people have looked at this part recently,1,1,Social Proof
Activity Notifications,255,sabrina in paraparaumu new zealand purchase a scho-ka-kola schokakola energy chocolate caffeine snack food mre caffeinated,"Sabrina in Paraparaumu, New Zealand purchased a SCHO-KA-KOLA Schokakola energy Chocolate caffeine snack food MRE caffeinated ",1,1,Social Proof
Activity Notifications,256,debby in harpers ferry united states just bought icing pen decorating tool,"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",1,1,Social Proof
Activity Notifications,257,<num> person have this in their bag now,8 people have this in their bag right now.,1,1,Social Proof
Activity Notifications,258,<num> person are view this right now,251 people are viewing this right now,1,1,Social Proof
Activity Notifications,259,rose in portland united states purchase green eco-friendly iphone xr case about <num> minutes ago,"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",1,1,Social Proof
Confirmshaming,260,no i don t feel lucky,"No, I don't feel lucky",33,1,Misdirection
Confirmshaming,261,no thanks i d rather pay full price,"No thanks, I'd rather pay full price.",26,3,Misdirection
Confirmshaming,264,no thanks i ll pay full price,"No thanks, I'll pay full price!",15,2,Misdirection
Confirmshaming,262,no thanks i prefer paying full price,"No Thanks, I Prefer Paying Full Price",9,1,Misdirection
Confirmshaming,271,no thanks i don t want a discount,"No Thanks, I Don't Want a Discount",9,3,Misdirection
Confirmshaming,263,no thanks i don t like free stuff,"No thanks, I don't like FREE stuff.",8,1,Misdirection
Confirmshaming,265,no thanks i don t like saving money,"No Thanks, I Don't Like Saving Money.",7,1,Misdirection
Confirmshaming,270,no thanks i don t want to save money,"NO THANKS, I DON'T WANT TO SAVE MONEY",7,2,Misdirection
Confirmshaming,266,no thanks i don t want to save,"No thanks, I don’t want to save",6,1,Misdirection
Confirmshaming,267,no thanks i d rather pay more,"No thanks, I’d rather pay more",6,1,Misdirection
Confirmshaming,268,no thanks i like paying full price,"No thanks, I like paying full price",6,1,Misdirection
Confirmshaming,274,no thanks i don t like discounts,"No thanks, I don't like discounts",6,2,Misdirection
Confirmshaming,269,no thanks i don t want <num> off,"NO THANKS, I DON’T WANT 15% OFF",5,1,Misdirection
Confirmshaming,272,no thanks i don t like exclusive offers,"No Thanks, I Don't Like Exclusive Offers.",4,1,Misdirection
Confirmshaming,273,no thanks i don t want a free gift,"No thanks, I don't want a free gift.",4,1,Misdirection
Confirmshaming,275,no thanks i don t like deals,"No thanks, I don't like deals.",4,1,Misdirection
Confirmshaming,276,no thanks i don t like winning,"No thanks, I don't like winning",4,1,Misdirection
Confirmshaming,277,no thanks i don t like to save,"No thanks, I don't like to save",4,1,Misdirection
Confirmshaming,278,no i ll pay full price,"NO, I'LL PAY FULL PRICE",3,1,Misdirection
Confirmshaming,279,no thanks i don t want deals,No thanks. I don’t want deals.,2,1,Misdirection
Confirmshaming,280,no thanks i don t want discount,"No thanks, I don't want discount",2,1,Misdirection
Confirmshaming,281,no thanks i don t want official software at the best price,"No Thanks, I don't want official software at the best price.",2,1,Misdirection
Confirmshaming,282,no thanks i don t want to build one i d rather kick rocks,"No thanks, I don't want to build one.. I'd rather kick rocks!",2,1,Misdirection
Confirmshaming,283,no thanks i don t want to look my best,"No thanks, I don't want to look my best",2,1,Misdirection
Confirmshaming,284,no thanks i want to pay the full price,"No thanks, I want to pay the full price.",2,1,Misdirection
Confirmshaming,285,no thanks i don t want any deals,"No thanks, I don't want any deals",2,1,Misdirection
Confirmshaming,286,no thanks i want to pay full price,"No thanks, I want to pay full price",2,1,Misdirection
Confirmshaming,287,no thanks i ve got too much cool glock stuff,"No thanks, I've got too much cool Glock stuff!",2,1,Misdirection
Confirmshaming,288,no thanks i don t want to save up to <num>,"No thanks, I don't want to save up to 75%",2,1,Misdirection
Confirmshaming,289,no thanks i don t want the free gift,"No thanks, I don't want the free gift.",2,1,Misdirection
Confirmshaming,290,no thanks i hate cool stuff,"No thanks, I hate cool stuff",2,1,Misdirection
Confirmshaming,291,no thanks i m not interested,"No thanks, I'm not interested",2,1,Misdirection
Confirmshaming,292,no thanks i m not interested in saving money,"No thanks, I'm not interested in saving money.",2,1,Misdirection
Confirmshaming,293,no thanks i love chaos,No thanks. I love chaos!,2,1,Misdirection
Confirmshaming,294,no thanks i ll still want to pay full price,"No thanks, I'll still want to pay full price",2,1,Misdirection
Confirmshaming,295,no thanks i ll skip this amazing super-saver deal i don t need so many beautiful textures,"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",2,1,Misdirection
Confirmshaming,296,no thanks i ll save money another day,"no thanks, I'll save money another day",2,1,Misdirection
Confirmshaming,297,no thanks i prefer not to have a protection plan,"No Thanks, I prefer not to have a protection plan",2,1,Misdirection
Confirmshaming,298,no thanks i ll let this offer sail away,"No Thanks, I'll let this offer sail away",2,1,Misdirection
Confirmshaming,299,no thanks i dont want a discount,"No thanks, I dont want a discount",2,1,Misdirection
Confirmshaming,300,no thanks i ll just walk,"[NO THANKS, I'LL JUST WALK]",2,1,Misdirection
Confirmshaming,301,no thanks i ll be the last to know,"No thanks, I'll be the last to know.",2,1,Misdirection
Confirmshaming,302,no thanks i prefer to pay full price,"No thanks, I prefer to pay full price.",2,1,Misdirection
Confirmshaming,303,no thanks i just want the item,"No thanks, I just want the item",2,1,Misdirection
Confirmshaming,304,no thanks i hate saving money,"No thanks, I hate saving money",2,1,Misdirection
Confirmshaming,305,no thanks i hate fun games,"no thanks, I hate fun & games",2,1,Misdirection
Confirmshaming,306,no thanks i prefer to pay more for shoes,"No thanks, I prefer to pay more for shoes!",2,1,Misdirection
Confirmshaming,307,no thanks i rather pay full price,"No Thanks, I rather pay full price",2,1,Misdirection
Confirmshaming,308,no thanks i ll just pay full price,"No thanks, I'll just pay full price.",2,1,Misdirection
Confirmshaming,309,no thanks i like full price,"No thanks, I like full price",2,1,Misdirection
Confirmshaming,310,i d rather not save,I'd rather not save,2,1,Misdirection
Confirmshaming,311,no thanks i don t mind missing out,"NO THANKS, I DON’T MIND MISSING OUT",2,1,Misdirection
Confirmshaming,312,no thank you i prefer to pay for shipping,"No thank you, I prefer to pay for shipping.",2,1,Misdirection
Confirmshaming,313,no i ll rather pay full price,"No, I'll rather pay full price.",2,1,Misdirection
Confirmshaming,314,no i don t want great deals,"No, I don't want great deals.",2,1,Misdirection
Confirmshaming,315,no i d rather not hear about exclusive offers and discounts,No I'd rather not hear about exclusive offers and discounts.,2,1,Misdirection
Confirmshaming,316,no i d rather do it the hard way,"No, I'd rather do it the hard way...",2,1,Misdirection
Confirmshaming,317,nah i ll pay full price,"Nah, I'll pay full price",2,1,Misdirection
Confirmshaming,318,nah i like paying full price,"Nah, I like paying full price",2,1,Misdirection
Confirmshaming,319,i ll shop without a discount,I'll Shop Without A Discount,2,1,Misdirection
Confirmshaming,320,i don t like to save money,I Don't Like to Save Money,2,1,Misdirection
Confirmshaming,321,i don t like free gifts no thanks,"I DON'T LIKE FREE GIFTS, NO THANKS",2,1,Misdirection
Confirmshaming,322,i do not want to protect my item,I do not want to protect my item,2,1,Misdirection
Confirmshaming,323,no thank you i prefer to pay full price,"No thank you, I prefer to pay full price",2,1,Misdirection
Confirmshaming,324,no thank you i prefer to pay the full price,"No, thank you. I prefer to pay the full price",2,1,Misdirection
Confirmshaming,325,no thanks,NO THANKS,2,1,Misdirection
Confirmshaming,326,no thanks - i don t want to save money,No thanks - I don't want to save money,2,1,Misdirection
Confirmshaming,327,no thanks i don t like savings,"No thanks, I don't like savings",2,1,Misdirection
Confirmshaming,328,no thanks i will pay full price,"No thanks, I will pay full price.",2,1,Misdirection
Confirmshaming,329,no thanks i don t like promotions and exclusive content,"No thanks, I don't like promotions and exclusive content.",2,1,Misdirection
Confirmshaming,330,no thanks i don t like great deals,"No, thanks. I don't like great deals.",2,1,Misdirection
Confirmshaming,331,no thanks i don t like good deals,"No thanks, I don't like good deals.",2,1,Misdirection
Confirmshaming,332,no thanks i don t like getting free stuff,"No thanks, I don't like getting free stuff.",2,1,Misdirection
Confirmshaming,333,no thanks i don t like fun and games,"No thanks, I don’t like fun and games.",2,1,Misdirection
Confirmshaming,334,no thanks i don t want <num> off my order,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",2,1,Misdirection
Confirmshaming,335,no thanks i don t like free things,No thanks. I don't like free things...,2,1,Misdirection
Confirmshaming,336,no thanks i despise coupons,"No thanks, I despise coupons!",2,1,Misdirection
Confirmshaming,337,no thanks i definitely measured correctly,No thanks I definitely measured correctly,2,1,Misdirection
Confirmshaming,338,no thanks i d rather not win,"No thanks, I’d rather not win.",2,1,Misdirection
Confirmshaming,339,no thanks i d rather join the pay full price for things club,"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",2,1,Misdirection
Confirmshaming,340,no thanks i d prefer not to save,"No, thanks. I'd prefer not to save.",2,1,Misdirection
Confirmshaming,341,no thanks i d like <num> off,"No thanks, I'd like 0% off",2,1,Misdirection
Confirmshaming,342,no thanks free stuff isn t for me,"No thanks, free stuff isn't for me.",2,1,Misdirection
Confirmshaming,343,no thanks i don t like exclusive deals,"No Thanks, I don't like exclusive deals.",2,1,Misdirection
Confirmshaming,344,yes i want to save money no thanks,"Yes, I Want To Save Money!No Thanks",2,1,Misdirection
Pressured Selling,345,recommended option selected you can modify later,Recommended option selected (you can modify later).,9,1,Misdirection
Pressured Selling,346,processing will be faster with express checkout selected,Processing will be faster with Express Checkout (selected).,7,1,Misdirection
Pressured Selling,347,best value pre-selected for you change anytime,Best value pre-selected for you (change anytime).,6,1,Misdirection
Pressured Selling,348,almost there confirm details to receive extra coupon,Almost there—confirm details to receive extra coupon.,5,1,Misdirection
Pressured Selling,349,almost there confirm details to receive free gift,Almost there—confirm details to receive free gift.,4,1,Misdirection
Pressured Selling,350,almost there confirm details to receive exclusive access,Almost there—confirm details to receive exclusive access.,4,1,Misdirection
Pressured Selling,351,your free gift is ready press continue to proceed,Your free gift is ready—press 'Continue' to proceed.,3,1,Misdirection
Pressured Selling,352,protect your sofa your humblebum sofa in thatch house fabric will look wicked why not add castelan fabric protection to cover your new squish machine against wine spillages messy tv dinners and other disasters for just just <num>,"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",2,1,Misdirection
Pressured Selling,353,protect your gear,Protect Your Gear,2,1,Misdirection
Pressured Selling,354,professional color tool kit addons,Professional Color Tool Kit / Addons,2,1,Misdirection
Pressured Selling,355,<num> <num>,$132.90 $99.00,2,1,Misdirection
Pressured Selling,356,our best selling goggle,OUR BEST SELLING GOGGLE,2,1,Misdirection
Pressured Selling,357,other items on special offer,Other Items On Special Offer:,2,1,Misdirection
Pressured Selling,358,order without free membership <num>,Order without free membership $69.95,2,1,Misdirection
Pressured Selling,359,no usb or y-adapter our usb sound card is highly recommended for pc mac linux windows and works with current gen consoles the y adapter is recommended for console gaming phone or other trrs jacks,"No USB or Y-Adapter!? Our USB Sound Card is highly recommended for PC (Mac/Linux/Windows) and works with current gen consoles. The Y adapter is recommended for console gaming, phone, or other TRRS jacks.",2,1,Misdirection
Pressured Selling,360,people also buy this with,People also buy this with,2,1,Misdirection
Pressured Selling,361,save <num> aud <num> off,Save $148.98AUD – 49% Off,2,1,Misdirection
Pressured Selling,362,subscribe save <num> <num>,Subscribe & Save (15%): $ 16.99,2,1,Misdirection
Pressured Selling,363,subscribe save,Subscribe & Save,2,1,Misdirection
Pressured Selling,364,the competition <num> <num>,"THE COMPETITION $1,299.99",2,1,Misdirection
Pressured Selling,365,this offer is only valid if you add to cart now,This offer is only VALID if you add to cart now!,2,1,Misdirection
Pressured Selling,366,two free pillows and <num> off with promo code,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,2,1,Misdirection
Pressured Selling,367,want a special deal bundle and save upto <num>,Want a special deal? Bundle and SAVE UPTO30%,2,1,Misdirection
Pressured Selling,368,want to add one of these,Want to add one of these?,2,1,Misdirection
Pressured Selling,369,with <num> -year care subscription <num> days history,With 1-year Care Subscription 10 days history,2,1,Misdirection
Pressured Selling,370,would you like to buy more and save more,Would you like to buy more and save more?,2,1,Misdirection
Pressured Selling,371,would you like to purchase an extended protection plan,Would you like to purchase an Extended Protection Plan?,2,1,Misdirection
Pressured Selling,372,yes upgrade my purchase,Yes! Upgrade my purchase,2,1,Misdirection
Pressured Selling,373,your exclusive access is ready press continue to proceed,Your exclusive access is ready—press 'Continue' to proceed.,2,1,Misdirection
Pressured Selling,374,score you ve qualified for a checkout bonus,Score! You've Qualified for a Checkout Bonus,2,1,Misdirection
Pressured Selling,375,nice choice did you know you re missing out on these deals with the item in your cart suit shirt tie now <num> - shop suits shirts and ties or get <num> suit packages for <num>,"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",2,1,Misdirection
Pressured Selling,376,limited time offer grab a matching pair save up <num>,LIMITED TIME OFFER : Grab a Matching Pair & save up 60%!,2,1,Misdirection
Pressured Selling,377,limited-time offer bundle a base and get <num> off,Limited-time Offer: Bundle a base and get 20% off,2,1,Misdirection
Pressured Selling,378,add and save,Add and save!,2,1,Misdirection
Pressured Selling,379,add for better results,ADD FOR BETTER RESULTS,2,1,Misdirection
Pressured Selling,380,add on something to make it extra special,Add on something to make it extra special!,2,1,Misdirection
Pressured Selling,381,add to your gift and we ll ship it for free,Add to Your Gift and We'll Ship it For Free!,2,1,Misdirection
Pressured Selling,382,add world s most comfortable chairs,ADD WORLD'S MOST COMFORTABLE CHAIRS,2,1,Misdirection
Pressured Selling,383,before you check out can we tempt you,"Before you check out, can we tempt you?",2,1,Misdirection
Pressured Selling,384,competitor price <num>,Competitor Price: $172.00,2,1,Misdirection
Pressured Selling,385,congratulations you qualify to receive rechargeable <num> -function bullet vibe for free,Congratulations! You qualify to receive Rechargeable 10-Function Bullet Vibe for FREE!,2,1,Misdirection
Pressured Selling,386,continue to claim your bonus points auto-applies at checkout,Continue to claim your bonus points (auto-applies at checkout).,2,1,Misdirection
Pressured Selling,387,necessary protection,Necessary Protection..,2,1,Misdirection
Pressured Selling,388,customer also shopped for,Customer also shopped for,2,1,Misdirection
Pressured Selling,389,continue to claim your free gift auto-applies at checkout,Continue to claim your free gift (auto-applies at checkout).,2,1,Misdirection
Pressured Selling,390,did you know that shaver heads need replacing every <num> - <num> months get the shaver guard cleaning spray to extend its life for up to another <num> months,Did you know that Shaver heads need replacing every 12 - 18 months? Get the Shaver Guard cleaning spray to extend its life for up to another 6 months!,2,1,Misdirection
Pressured Selling,391,don t forget the essentials get up to <num> years of accidental damage coverage with applecare,Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.,2,1,Misdirection
Pressured Selling,392,don t miss on these awesome items don t miss on our table decoration system,DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,2,1,Misdirection
Pressured Selling,393,fanstastic deals,FANSTASTIC DEALS,2,1,Misdirection
Pressured Selling,394,for the ultimate experience can select more than one,FOR THE ULTIMATE EXPERIENCE: (Can select more than one),2,1,Misdirection
Pressured Selling,395,get <num> off your <num> nd case or a canopy screen protector a <num> off discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item excludes clearance items click to choose another item,*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,2,1,Misdirection
Pressured Selling,396,glassguard warranty do not fear breaking your glass add our glassguard warranty policy for just <num> and we ll insure this purchase,GlassGuard Warranty Do not fear breaking your glass! Add our GlassGuard warranty policy for just $3.85 and we'll insure this purchase.,2,1,Misdirection
Pressured Selling,397,grab yourself a bargain,Grab yourself a bargain!,2,1,Misdirection
Pressured Selling,398,how about one of these hot sellers,How about one of these hot sellers?,2,1,Misdirection
Pressured Selling,399,let s make sure you have everything else you need,Let's make sure you have everything else you need,2,1,Misdirection
Pressured Selling,400,customers also bought,Customers also bought,2,1,Misdirection
Pressured Selling,401,your purchase entitles you to the following special,"""Your purchase entitles you to the following special""",2,1,Misdirection
Pressured Selling,402,continue to claim your extra coupon auto-applies at checkout,Continue to claim your extra coupon (auto-applies at checkout).,1,1,Misdirection
Pressured Selling,403,continue to claim your exclusive access auto-applies at checkout,Continue to claim your exclusive access (auto-applies at checkout).,1,1,Misdirection
Trick Questions,404,you re almost done click next to get started,You’re almost done! Click ‘Next’ to get started.,5,1,Misdirection
Trick Questions,405,your discount is applied additional service fee may appear at checkout,Your discount is applied.*  *Additional service fee may appear at checkout.,5,1,Misdirection
Trick Questions,406,almost there confirm details to receive bonus points,Almost there—confirm details to receive bonus points.,4,1,Misdirection
Trick Questions,407,compare at,Compare at,4,1,Misdirection
Trick Questions,408,your discount is applied additional processing fee may appear at checkout,Your discount is applied.*  *Additional processing fee may appear at checkout.,2,1,Misdirection
Trick Questions,409,your discount is applied additional handling fee may appear at checkout,Your discount is applied.*  *Additional handling fee may appear at checkout.,2,1,Misdirection
Trick Questions,410,your bonus points is ready press continue to proceed,Your bonus points is ready—press 'Continue' to proceed.,2,1,Misdirection
Trick Questions,411,you choose just one box or a madison reed membership,"You choose: just one box, or a  Madison Reed Membership?",2,1,Misdirection
Trick Questions,412,we d love to send you emails with offers and new products from new balance athletics inc but if you do not wish to receive these updates please tick this box,"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box.",2,1,Misdirection
Trick Questions,413,we d like to send you weekly emails packed full of our lovely products clearance goodies and cool stuff to win you can unsubscribe at any time if you don t want to receive these emails please tick this box we d like to send you the occasional brochure so you can get a regular fix of our lovely product you can unsubscribe at any time if you don t want to receive these brochures please tick this box we d like to introduce you to other brands you might love who will post you the occasional brochure you can opt out of this at any time if you don t want to receive these brochures please tick this box,"We'd like to send you weekly emails packed full of our lovely products, clearance goodies and cool stuff to win. You can unsubscribe at any time. If you DON'T want to receive these emails, please tick this box. We'd like to send you the occasional brochure so you can get a regular fix of our lovely product! You can unsubscribe at any time. If you DON'T want to receive these brochures, please tick this box. We'd like to introduce you to other brands you might love who will post you the occasional brochure. You can opt out of this at any time. If you DON'T want to receive these brochures, please tick this box.",2,1,Misdirection
Trick Questions,414,we d like to keep you informed via email about product updates upgrades special offers and pricing if you do not wish to be contacted via email please ensure that the box is not checked,"We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.",2,1,Misdirection
Trick Questions,415,want free shipping,Want Free Shipping?,2,1,Misdirection
Trick Questions,416,uncheck the box if you prefer not to receive email updates,Uncheck the box if you prefer not to receive email updates.,2,1,Misdirection
Trick Questions,417,spin to unlock your mystery offer,Spin to unlock your mystery offer,2,1,Misdirection
Trick Questions,418,personalize your doll,Personalize your doll,2,1,Misdirection
Trick Questions,419,login register,LOGIN/REGISTER,2,1,Misdirection
Trick Questions,420,lenscap damage only,Lenscap: Damage Only,2,1,Misdirection
Trick Questions,421,if you click continue below we will be happy to tell you about discounts money off and new products from very by e-mail and text unless you tell us you do not want to hear about them by ticking here if you would like to receive offers from carefully selected <num> rd parties please tick here,"If you click continue below we will be happy to tell you about discounts, money off and new products from Very by e-mail and text,
unless you tell us you DO NOT want to hear about them, by ticking here.
If you would like to receive offers from carefully selected 3rd parties, please tick here",2,1,Misdirection
Trick Questions,422,i wish to start shopping but i don t want to receive daily email alerts about your amazing discounts on luxury brands,I wish to Start Shopping but I don't want to receive daily email alerts about your amazing discounts on luxury brands.,2,1,Misdirection
Trick Questions,423,i want to pay more later,I WANT TO PAY MORE LATER ;),2,1,Misdirection
Trick Questions,424,i don t like discounts,I don't like discounts,2,1,Misdirection
Trick Questions,425,i don t feel lucky,I don't feel lucky,2,1,Misdirection
Trick Questions,426,i already have this item do not add this to cart,I already have this item. Do not add this to cart,2,1,Misdirection
Trick Questions,427,how about these,How about these?,2,1,Misdirection
Trick Questions,428,tick here if you do not want to receive promotional offers by post tick here if you do wish to receive promotional offers by email and or sms tick here if you would like to receive offers from selected third parties,Tick here if you do not want to receive Promotional Offers by Post Tick here if you do wish to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,2,1,Misdirection
Trick Questions,429,your extra coupon is ready press continue to proceed,Your extra coupon is ready—press 'Continue' to proceed.,2,1,Misdirection
