global_cluster_id,canonical_norm_global,canonical_example_global,total_collapsed_count,n_members,majority_predicate,is_mixed_predicates
580,<num> other person are currently view this item,3 other people are currently viewing this item.,1,1,Activity Notifications,0
581,<num> customers have view this item recently,407 customers have viewed this item recently,1,1,Activity Notifications,0
582,<num> other person looking at this item,6 other people looking at this item,1,1,Activity Notifications,0
583,<num> person are view this offer,232 people are viewing this offer!,1,1,Activity Notifications,0
584,<num> person are view this currently,1 people are viewing this currently,1,1,Activity Notifications,0
585,<num> person are looking at this right now,99 people are looking at this right now,1,1,Activity Notifications,0
586,<num> person are looking at this product right now,5 people are looking at this product right now,1,1,Activity Notifications,0
587,<num> person are looking at this product,3 people are looking at this product,1,1,Activity Notifications,0
588,<num> person are looking at this listing now,2 people are looking at this listing now,1,1,Activity Notifications,0
589,<num> others checked out this option in the past <num> hours,43 others checked out this option in the past 3 hours,1,1,Activity Notifications,0
590,<num> customers have bought today,8 customers have bought today,1,1,Activity Notifications,0
610,<num> person are eyeing this item,33 people are eyeing this item!,1,1,Activity Notifications,0
611,<num> person are currently view this product,9 people are currently viewing this product,1,1,Activity Notifications,0
612,hot product over <num> person are looking at this item,HOT PRODUCT Over 250 people are looking at this item.,1,1,Activity Notifications,0
613,ibkul solid mock neck half zip pullover purchase from clinton md us <num> minute ago,"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",1,1,Activity Notifications,0
632,<num> others have already bought this deal today,6 others have already bought this deal today!,1,1,Activity Notifications,0
633,<num> others checked out this option today,44 others checked out this option today,1,1,Activity Notifications,0
634,<num> others checked out this option over the weekend,31 others checked out this option over the weekend,1,1,Activity Notifications,0
635,<num> person are looking at this artwork,8 people are looking at this artwork,1,1,Activity Notifications,0
636,<num> person view this in the last hour,5338 people viewed this in the last hour,1,1,Activity Notifications,0
637,<num> person view this product,23 People viewing this product,1,1,Activity Notifications,0
638,<num> person view this product per day,19 people viewed this product per day,1,1,Activity Notifications,0
639,don t miss out we ve sold <num> in the last few days,Don't miss out! We've sold 38 in the last few days.,1,1,Activity Notifications,0
640,edwin in woodland park nj just bought,"Edwin in Woodland Park, NJ just bought",1,1,Activity Notifications,0
641,estiven in deer park united states purchase prewash <num> oz,"estiven in Deer Park, United States purchased PreWash™ 4 oz",1,1,Activity Notifications,0
642,faith in glendale united states purchase a choose your flavors <num> bag sample pack whole bean about <num> hour ago,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",1,1,Activity Notifications,0
643,fast mover <num> person added this to cart today,Fast Mover: 35 PEOPLE added this to cart today!,1,1,Activity Notifications,0
644,friends near you bought this in the last <num> minutes,Friends near you bought this in the last 10 minutes,1,1,Activity Notifications,0
645,get it fast <num> added to bag today,Get it fast! 14 added to bag today,1,1,Activity Notifications,0
646,hot now purchase in the past <num> hours,Hot right now purchased in the past 3 hours,1,1,Activity Notifications,0
631,<num> pawrents are buy for their furkids now,105 pawrents are buying for their furkids now!,1,1,Activity Notifications,0
630,hayden near princeton just bought cbd vegan gummies,Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,1,1,Activity Notifications,0
629,hot now purchase over the weekend,Hot right now purchased over the weekend,1,1,Activity Notifications,0
620,john in toowoomba city australia purchase a resin tank <num> hours ago,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",1,1,Activity Notifications,0
614,ida in tangerang selatan indonesia purchase iseya vg <num> g-series <num> layer damascus japanese chef s santoku knife <num> mm about <num> hour ago,"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",1,1,Activity Notifications,0
615,in <num> person s shopping bag,IN 43 PEOPLE'S SHOPPING BAG,1,1,Activity Notifications,0
616,in other users carts <num>,In other users' carts 59,1,1,Activity Notifications,0
617,israël in metz france purchase a more advanced chord substitutions,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",1,1,Activity Notifications,0
618,join <num> plus subscribers enjoying data export,Join 38 plus subscribers enjoying data export,1,1,Activity Notifications,0
619,join <num> plus subscribers enjoying ad free experience,Join 52 plus subscribers enjoying ad free experience,1,1,Activity Notifications,0
621,joe m from bought a cartoon caterpillar rigged <num> d model recently,"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",1,1,Activity Notifications,0
628,jamie from eloy united states purchase a cbd oil vape additives <num> pack about <num> hours ago,Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,1,1,Activity Notifications,0
622,jim in houston usa purchase pure ratios hemp oil cbd patch <num> mg cbd,"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",1,1,Activity Notifications,0
623,jessica in orange united states purchase a black <num> s sequin maxi flapper dress <num> minutes ago,"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",1,1,Activity Notifications,0
624,don t let em get away several person have recent view this item,DON'T LET 'EM GET AWAY Several people have recently viewed this item.,1,1,Activity Notifications,0
625,jeremy in warroad united states purchase a,"Jeremy in Warroad, United States purchased a",1,1,Activity Notifications,0
626,your neighbors in your city just ordered this,Your neighbors in your city just ordered this,1,1,Activity Notifications,0
627,hot now purchase today,Hot right now purchased today,1,1,Activity Notifications,0
575,<num> customers recent bought it,2 customers recently bought it,1,1,Activity Notifications,0
574,jamie in nashville united states purchased,"Jamie in Nashville, United States purchased",1,1,Activity Notifications,0
573,james in cashion oklahoma just bought glossy black brick geode amber gradient fast lanes,"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",1,1,Activity Notifications,0
536,bought by <num> person in last few hours hot seller,Bought by 39 people in last few hours! HOT SELLER!,1,1,Activity Notifications,0
520,jonathan in syracuse united states just bought electric skateboard battery pack <num> v <num> s <num> p <num> hours ago,"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",1,1,Activity Notifications,0
521,denise in saluda virginia bought terani couture - <num> e <num> embroidered asymmetric neck mermaid gown,"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",1,1,Activity Notifications,0
522,currently trending on checkout,Currently trending on checkout,1,1,Activity Notifications,0
523,<num> person view this product recent,104 people viewed this product recently!,1,1,Activity Notifications,0
524,<num> person view this product this week,127 People viewed this product this week,1,1,Activity Notifications,0
525,<num> person view this today,11 people viewed this today!,1,1,Activity Notifications,0
351,someone from rochedale queensland australia started buy this,"Someone from Rochedale, Queensland, Australia started buying this!",1,1,Activity Notifications,0
527,<num> plus verified purchase over the weekend,41 plus verified purchases over the weekend,1,1,Activity Notifications,0
528,<num> sold in past <num> months,1044 sold in past 12 months,1,1,Activity Notifications,0
529,<num> sold in the last <num> days,2049 sold in the last 7 days,1,1,Activity Notifications,0
530,<num> sold in the last <num> hours,7 sold in the last 48 hours,1,1,Activity Notifications,0
531,<num> units sold in the last <num> days,273 units sold in the last 30 days,1,1,Activity Notifications,0
532,<num> users bought this product touch the set - touch xl touchup makeup mirror bundle,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,1,1,Activity Notifications,0
533,ashley in auburn united states purchase a check plz iphone x xs case about <num> minutes ago,"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",1,1,Activity Notifications,0
534,armin dinovic bought <num> m runescape <num> gold order total <num> about <num> seconds ago,"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",1,1,Activity Notifications,0
519,jeremy in stockton united states purchase a,"Jeremy in Stockton, United States purchased a",1,1,Activity Notifications,0
518,jacob in seymour wisconsin united states purchase a bass xl just now,"Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!",1,1,Activity Notifications,0
517,<num> users have looked at this product in the past <num> minutes,7 users have looked at this product in the past 6 minutes,1,1,Activity Notifications,0
508,carol in st louis missouri bought original usb charging anti-theft backpack,"Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack",1,1,Activity Notifications,0
502,annie in cheras malaysia just bought an abundance of flowers - van-go paint-by-number kit,"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",1,1,Activity Notifications,0
503,crystal li in flushing united states purchase a,"Crystal Li in Flushing, United States purchased a",1,1,Activity Notifications,0
504,collin p from grandview missouri just bought burgundy two button suit about <num> seconds ago,Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,1,1,Activity Notifications,0
505,chirag in anoopshahr just got the jays - a-jays one about <num> minutes ago,Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,1,1,Activity Notifications,0
506,abbie in calwell australia purchase shark bite socks about <num> hour ago,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",1,1,Activity Notifications,0
507,cheryl in ontario bought <num> organic reishi mushroom powder <num> g about <num> minutes ago,Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,1,1,Activity Notifications,0
509,debby in harpers ferry united states just bought icing pen decorating tool,"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",1,1,Activity Notifications,0
516,<num> view per day,308 viewed per day,1,1,Activity Notifications,0
510,carl f from fort ann ny bought a king,"Carl F. from Fort Ann, NY bought a King",1,1,Activity Notifications,0
511,bobby in decatur united states just purchased,"Bobby in Decatur, United States just purchased",1,1,Activity Notifications,0
512,bernard in philadelphia united states purchase a,"BERNARD in Philadelphia, United States purchased a",1,1,Activity Notifications,0
513,awhi from hicks bay gisborne new zealand just bought,"Awhi from Hicks Bay, Gisborne, New Zealand just bought",1,1,Activity Notifications,0
514,chelsea in burlington wisconsin bought take out the boat jumpsuit blackabout <num> minutes ago,"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",1,1,Activity Notifications,0
515,<num> view per hour,2 viewed per hour,1,1,Activity Notifications,0
535,another babe in alexandria united states just ordered flat tummy tea,"Another babe in Alexandria, United States just ordered Flat Tummy Tea",1,1,Activity Notifications,0
537,no thanks i prefer to pay full price,"No thanks, I prefer to pay full price.",1,1,Confirmshaming,0
572,<num> person have view today,660 people have viewed today,1,1,Activity Notifications,0
538,no thanks i prefer not to have a protection plan,"No Thanks, I prefer not to have a protection plan",1,1,Confirmshaming,0
557,no thanks i don t want discount,"No thanks, I don't want discount",1,1,Confirmshaming,0
558,no thanks i don t want official software at the best price,"No Thanks, I don't want official software at the best price.",1,1,Confirmshaming,0
559,no thanks i don t want any deals,"No thanks, I don't want any deals",1,1,Confirmshaming,0
560,no thanks i don t want <num> off my order,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",1,1,Confirmshaming,0
561,no thanks i don t want the free gift,"No thanks, I don't want the free gift.",1,1,Confirmshaming,0
562,no thanks i don t want to build one i d rather kick rocks,"No thanks, I don't want to build one.. I'd rather kick rocks!",1,1,Confirmshaming,0
563,no thanks i don t want to look my best,"No thanks, I don't want to look my best",1,1,Confirmshaming,0
564,no thanks i don t mind missing out,"NO THANKS, I DON’T MIND MISSING OUT",1,1,Confirmshaming,0
565,how about these,How about these?,1,1,Trick Questions,0
566,no thanks i don t want to save up to <num>,"No thanks, I don't want to save up to 75%",1,1,Confirmshaming,0
567,don t miss on these awesome items don t miss on our table decoration system,DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,1,1,Confirmshaming,0
568,no thanks i hate cool stuff,"No thanks, I hate cool stuff",1,1,Confirmshaming,0
569,no thanks i will pay full price,"No thanks, I will pay full price.",1,1,Confirmshaming,0
570,no thanks i want to pay the full price,"No thanks, I want to pay the full price.",1,1,Confirmshaming,0
571,no thanks i ve got too much cool glock stuff,"No thanks, I've got too much cool Glock stuff!",1,1,Confirmshaming,0
556,your neighbors in your region just ordered this,Your neighbors in your region just ordered this,1,1,Activity Notifications,0
555,no thanks i want to pay full price,"No thanks, I want to pay full price",1,1,Confirmshaming,0
554,no thanks i rather pay full price,"No Thanks, I rather pay full price",1,1,Confirmshaming,0
545,no thanks i ll let this offer sail away,"No Thanks, I'll let this offer sail away",1,1,Confirmshaming,0
539,no thanks i m not interested in saving money,"No thanks, I'm not interested in saving money.",1,1,Confirmshaming,0
540,no thanks i m not interested,"No thanks, I'm not interested",1,1,Confirmshaming,0
541,no thanks i love chaos,No thanks. I love chaos!,1,1,Confirmshaming,0
542,no thanks i ll still want to pay full price,"No thanks, I'll still want to pay full price",1,1,Confirmshaming,0
543,no thanks i ll skip this amazing super-saver deal i don t need so many beautiful textures,"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",1,1,Confirmshaming,0
544,no thanks i ll save money another day,"no thanks, I'll save money another day",1,1,Confirmshaming,0
546,no thanks i ll just walk,"[NO THANKS, I'LL JUST WALK]",1,1,Confirmshaming,0
553,james from colonia purchase a,James from Colonia purchased a,1,1,Activity Notifications,0
547,no thanks i ll just pay full price,"No thanks, I'll just pay full price.",1,1,Confirmshaming,0
548,no thanks i ll be the last to know,"No thanks, I'll be the last to know.",1,1,Confirmshaming,0
549,no thanks i like full price,"No thanks, I like full price",1,1,Confirmshaming,0
550,no thanks i just want the item,"No thanks, I just want the item",1,1,Confirmshaming,0
551,no thanks i hate fun games,"no thanks, I hate fun & games",1,1,Confirmshaming,0
552,no thanks i prefer to pay more for shoes,"No thanks, I prefer to pay more for shoes!",1,1,Confirmshaming,0
352,someone from purchase a holees original ladies ii - navy about <num> hours ago,Someone from purchased a HOLEES Original Ladies II - Navy About 9 hours ago,1,1,Activity Notifications,0
324,savings applied at banner sign up to finalize,Savings applied at banner Sign up to finalize,1,1,Trick Questions,0
350,someone from south gate california just purchase the admiral jr spektrum servo connector plug set male and female - <num> pairs,"Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)",1,1,Activity Notifications,0
146,keep cashback reward active by clicking join now,Keep cashback reward active by clicking Join now,1,1,Confirmshaming,0
148,i don t like to save money,I Don't Like to Save Money,1,1,Confirmshaming,0
149,i don t like free gifts no thanks,"I DON'T LIKE FREE GIFTS, NO THANKS",1,1,Confirmshaming,0
150,i d rather not save,I'd rather not save,1,1,Confirmshaming,0
151,i ll shop without a discount,I'll Shop Without A Discount,1,1,Confirmshaming,0
152,no i don t want great deals,"No, I don't want great deals.",1,1,Confirmshaming,0
153,keep bonus points active by clicking get deal,Keep bonus points active by clicking Get deal,1,1,Confirmshaming,0
154,no thank you i prefer to pay for shipping,"No thank you, I prefer to pay for shipping.",1,1,Confirmshaming,0
155,no i ll rather pay full price,"No, I'll rather pay full price.",1,1,Confirmshaming,0
156,no thanks i don t like savings,"No thanks, I don't like savings",1,1,Confirmshaming,0
157,skip step appears after you click get deal,Skip step appears after you click Get deal,1,1,Pressured Selling,0
158,skip step appears after you click checkout,Skip step appears after you click Checkout,1,1,Pressured Selling,0
159,score you ve qualified for a checkout bonus,Score! You've Qualified for a Checkout Bonus,1,1,Pressured Selling,0
160,order without free membership <num>,Order without free membership $69.95,1,1,Pressured Selling,0
161,other items on special offer,Other Items On Special Offer:,1,1,Pressured Selling,0
162,our best selling goggle,OUR BEST SELLING GOGGLE,1,1,Pressured Selling,0
147,i want to pay more later,I WANT TO PAY MORE LATER ;),1,1,Confirmshaming,0
145,no thank you i prefer to pay full price,"No thank you, I prefer to pay full price",1,1,Confirmshaming,0
349,no thanks i dont want a discount,"No thanks, I dont want a discount",1,1,Confirmshaming,0
144,keep loyalty bonus active by clicking get deal,Keep loyalty bonus active by clicking Get deal,1,1,Confirmshaming,0
129,no thanks i d rather not win,"No thanks, I’d rather not win.",1,1,Confirmshaming,0
130,no thanks i definitely measured correctly,No thanks I definitely measured correctly,1,1,Confirmshaming,0
131,no thanks i despise coupons,"No thanks, I despise coupons!",1,1,Confirmshaming,0
132,no thanks i don t like exclusive deals,"No Thanks, I don't like exclusive deals.",1,1,Confirmshaming,0
133,no thanks i don t like free things,No thanks. I don't like free things...,1,1,Confirmshaming,0
134,no thanks i don t like fun and games,"No thanks, I don’t like fun and games.",1,1,Confirmshaming,0
135,no thanks i don t like getting free stuff,"No thanks, I don't like getting free stuff.",1,1,Confirmshaming,0
136,personalize your doll,Personalize your doll,1,1,Confirmshaming,0
137,no thanks i don t like great deals,"No, thanks. I don't like great deals.",1,1,Confirmshaming,0
138,no i ll pay full price,"NO, I'LL PAY FULL PRICE",1,1,Confirmshaming,0
139,no i d rather not hear about exclusive offers and discounts,No I'd rather not hear about exclusive offers and discounts.,1,1,Confirmshaming,0
140,no i d rather do it the hard way,"No, I'd rather do it the hard way...",1,1,Confirmshaming,0
141,nah i ll pay full price,"Nah, I'll pay full price",1,1,Confirmshaming,0
142,nah i like paying full price,"Nah, I like paying full price",1,1,Confirmshaming,0
143,keep loyalty bonus active by clicking sign up,Keep loyalty bonus active by clicking Sign up,1,1,Confirmshaming,0
163,smart picks enabled some options are selected for you,Smart picks enabled some options are selected for you,1,1,Pressured Selling,0
164,people also buy this with,People also buy this with,1,1,Pressured Selling,0
165,priority support is included pre selected,Priority support is included pre selected,1,1,Pressured Selling,0
166,processing will be faster with express checkout selected,Processing will be faster with Express Checkout selected,1,1,Pressured Selling,0
185,the fastest route is pre checked for your convenience,The fastest route is pre checked for your convenience,1,1,Pressured Selling,0
186,the monthly plan is our most popular pre chosen to save you time,The Monthly plan is our most popular pre chosen to save you time,1,1,Pressured Selling,0
187,the plus plan is our most popular pre chosen to save you time,The Plus plan is our most popular pre chosen to save you time,1,1,Pressured Selling,0
188,the standard plan is our most popular pre chosen to save you time,The Standard plan is our most popular pre chosen to save you time,1,1,Pressured Selling,0
189,add ad free experience for the full experience pre selected,Add ad free experience for the full experience pre selected,1,1,Pressured Selling,0
190,add and save,Add and save!,1,1,Pressured Selling,0
191,get <num> off your <num> nd case or a canopy screen protector a <num> off discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item excludes clearance items click to choose another item,*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item,1,1,Pressured Selling,0
192,add data export for the full experience pre selected,Add data export for the full experience pre selected,1,1,Pressured Selling,0
193,we will keep your preferences cookies required if you hit buy now,We will keep your preferences cookies required if you hit Buy now,1,1,Trick Questions,0
194,we will keep your preferences cookies required if you hit apply coupon,We will keep your preferences cookies required if you hit Apply coupon,1,1,Trick Questions,0
195,we d love to send you emails with offers and new products from new balance athletics inc but if you do not wish to receive these updates please tick this box,"""We'd love to send you emails with offers and new products from New Balance Athletics, Inc. but if you do not wish to receive these updates, please tick this box.",1,1,Trick Questions,0
196,promo applied taxes and service fee may be shown at checkout,Promo applied Taxes and service fee may be shown at checkout,1,1,Trick Questions,0
197,promo applied taxes and handling fee may be shown at checkout,Promo applied Taxes and handling fee may be shown at checkout,1,1,Trick Questions,0
198,optional gift wrap is included remove to proceed without it,Optional gift wrap is included remove to proceed without it,1,1,Trick Questions,0
199,your trial auto renews press reserve to keep access,Your trial auto renews press Reserve to keep access,1,1,Trick Questions,0
184,the family plan is our most popular pre chosen to save you time,The Family plan is our most popular pre chosen to save you time,1,1,Pressured Selling,0
183,the enterprise plan is our most popular pre chosen to save you time,The Enterprise plan is our most popular pre chosen to save you time,1,1,Pressured Selling,0
182,the business plan is our most popular pre chosen to save you time,The Business plan is our most popular pre chosen to save you time,1,1,Pressured Selling,0
173,to keep exclusive access proceed with the recommended annual plan,To keep exclusive access proceed with the recommended Annual plan,1,1,Pressured Selling,0
167,to keep exclusive access proceed with the recommended business plan,To keep exclusive access proceed with the recommended Business plan,1,1,Pressured Selling,0
168,professional color tool kit addons,Professional Color Tool Kit / Addons,1,1,Pressured Selling,0
169,promo applied taxes and membership fee may be shown at checkout,Promo applied Taxes and membership fee may be shown at checkout,1,1,Pressured Selling,0
170,protect your gear,Protect Your Gear,1,1,Pressured Selling,0
171,pre checked newsletter keeps you updated opt out anytime,Pre checked newsletter keeps you updated opt out anytime,1,1,Pressured Selling,0
172,recommended option selected you can modify later,Recommended option selected you can modify later,1,1,Pressured Selling,0
174,this offer is only valid if you add to cart now,This offer is only VALID if you add to cart now!,1,1,Pressured Selling,0
181,to finish sign up accept optional terms pre ticked,To finish sign up accept optional terms pre ticked,1,1,Pressured Selling,0
175,yes i want to save money no thanks,"Yes, I Want To Save Money!No Thanks",1,1,Confirmshaming,0
176,<num> <num>,$132.90 $99.00,1,1,Pressured Selling,0
177,subscribe save,Subscribe & Save,1,1,Pressured Selling,0
178,subscribe save <num> <num>,Subscribe & Save (15%): $ 16.99,1,1,Pressured Selling,0
179,the annual plan is our most popular pre chosen to save you time,The Annual plan is our most popular pre chosen to save you time,1,1,Pressured Selling,0
180,the basic plan is our most popular pre chosen to save you time,The Basic plan is our most popular pre chosen to save you time,1,1,Pressured Selling,0
128,no thanks i d rather join the pay full price for things club,"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",1,1,Confirmshaming,0
127,no thanks i d prefer not to save,"No, thanks. I'd prefer not to save.",1,1,Confirmshaming,0
126,no thanks i d like <num> off,"No thanks, I'd like 0% off",1,1,Confirmshaming,0
89,best experience extended warranty is enabled for you,Best experience extended warranty is enabled for you,1,1,Pressured Selling,0
73,your discount is applied additional membership fee may appear at checkout,Your discount is applied Additional membership fee may appear at checkout,1,1,Pressured Selling,0
74,your cart includes extra storage free to remove later,Your cart includes extra storage free to remove later,1,1,Pressured Selling,0
75,your discount is applied additional processing fee may appear at checkout,Your discount is applied Additional processing fee may appear at checkout,1,1,Pressured Selling,0
76,your discount is applied additional transaction fee may appear at checkout,Your discount is applied Additional transaction fee may appear at checkout,1,1,Pressured Selling,0
77,your family discount applies if you proceed now,Your Family discount applies if you proceed now,1,1,Pressured Selling,0
78,your fitness app includes gift wrap unless removed,Your fitness app includes gift wrap unless removed,1,1,Pressured Selling,0
79,your luggage set includes data export unless removed,Your luggage set includes data export unless removed,1,1,Pressured Selling,0
80,your plus discount applies if you proceed now,Your Plus discount applies if you proceed now,1,1,Pressured Selling,0
81,your premium discount applies if you proceed now,Your Premium discount applies if you proceed now,1,1,Pressured Selling,0
82,your purchase entitles you to the following special,"""Your purchase entitles you to the following special""",1,1,Pressured Selling,0
83,your discount is applied additional service fee may appear at checkout,Your discount is applied Additional service fee may appear at checkout,1,1,Pressured Selling,0
84,your cart includes extended warranty free to remove later,Your cart includes extended warranty free to remove later,1,1,Pressured Selling,0
85,want a special deal bundle and save upto <num>,Want a special deal? Bundle and SAVE UPTO30%,1,1,Pressured Selling,0
86,your camera lens includes priority support unless removed,Your camera lens includes priority support unless removed,1,1,Pressured Selling,0
87,your cart includes data export free to remove later,Your cart includes data export free to remove later,1,1,Pressured Selling,0
72,your discount is applied additional handling fee may appear at checkout,Your discount is applied Additional handling fee may appear at checkout,1,1,Pressured Selling,0
71,your discount is applied additional booking fee may appear at checkout,Your discount is applied Additional booking fee may appear at checkout,1,1,Pressured Selling,0
70,your discount is applied additional administration fee may appear at checkout,Your discount is applied Additional administration fee may appear at checkout,1,1,Pressured Selling,0
61,your cloud storage includes extra storage unless removed,Your cloud storage includes extra storage unless removed,1,1,Pressured Selling,0
55,to retain discounts proceed with the recommended bundle,To retain discounts proceed with the recommended bundle,1,1,Pressured Selling,0
56,vip access unlocked selection is already chosen for you,VIP access unlocked selection is already chosen for you,1,1,Pressured Selling,0
57,unchecking extras may reduce your benefits,Unchecking extras may reduce your benefits,1,1,Pressured Selling,0
58,two free pillows and <num> off with promo code,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,1,1,Pressured Selling,0
59,trial upgrade unlocked selection is already chosen for you,trial upgrade unlocked selection is already chosen for you,1,1,Pressured Selling,0
60,your cart includes cloud backup free to remove later,Your cart includes cloud backup free to remove later,1,1,Pressured Selling,0
62,optional priority support is included remove to proceed without it,Optional priority support is included remove to proceed without it,1,1,Pressured Selling,0
69,your cart includes priority support free to remove later,Your cart includes priority support free to remove later,1,1,Pressured Selling,0
63,savings applied at product page join now to finalize,Savings applied at product page Join now to finalize,1,1,Pressured Selling,0
64,promo applied taxes and activation fee may be shown at checkout,Promo applied Taxes and activation fee may be shown at checkout,1,1,Pressured Selling,0
65,to keep free gift proceed with the recommended enterprise plan,To keep free gift proceed with the recommended Enterprise plan,1,1,Pressured Selling,0
66,to keep vip access proceed with the recommended pro plan,To keep VIP access proceed with the recommended Pro plan,1,1,Pressured Selling,0
67,to keep welcome credit proceed with the recommended standard plan,To keep welcome credit proceed with the recommended Standard plan,1,1,Pressured Selling,0
68,your cart includes gift wrap free to remove later,Your cart includes gift wrap free to remove later,1,1,Pressured Selling,0
88,best experience cloud backup is enabled for you,Best experience cloud backup is enabled for you,1,1,Pressured Selling,0
90,best experience extra storage is enabled for you,Best experience extra storage is enabled for you,1,1,Pressured Selling,0
125,no thanks free stuff isn t for me,"No thanks, free stuff isn't for me.",1,1,Confirmshaming,0
91,best experience priority support is enabled for you,Best experience priority support is enabled for you,1,1,Pressured Selling,0
110,your ai credits includes extra storage unless removed,Your AI credits includes extra storage unless removed,1,1,Pressured Selling,0
111,want to add one of these,Want to add one of these?,1,1,Pressured Selling,0
112,savings applied at pop up buy now to finalize,Savings applied at pop up Buy now to finalize,1,1,Pressured Selling,0
113,we have selected the safest defaults adjust later,We have selected the safest defaults adjust later,1,1,Pressured Selling,0
114,your standing desk includes ad free experience unless removed,Your standing desk includes ad free experience unless removed,1,1,Pressured Selling,0
115,optional extra storage is included remove to proceed without it,Optional extra storage is included remove to proceed without it,1,1,Pressured Selling,0
116,optional add on is selected to maximize your savings,Optional add on is selected to maximize your savings,1,1,Pressured Selling,0
117,best seller highlighted already added to your bundle,Best seller highlighted already added to your bundle,1,1,Pressured Selling,0
118,best value pre selected for you change anytime,Best value pre selected for you change anytime,1,1,Pressured Selling,0
119,your cart includes ad free experience free to remove later,Your cart includes ad free experience free to remove later,1,1,Pressured Selling,0
120,save <num> aud <num> off,Save $148.98AUD – 49% Off,1,1,Pressured Selling,0
121,the competition <num> <num>,"THE COMPETITION $1,299.99",1,1,Pressured Selling,0
122,protect your sofa your humblebum sofa in thatch house fabric will look wicked why not add castelan fabric protection to cover your new squish machine against wine spillages messy tv dinners and other disasters for just just <num>,"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",1,1,Pressured Selling,0
123,no thank you i prefer to pay the full price,"No, thank you. I prefer to pay the full price",1,1,Confirmshaming,0
124,no thanks,NO THANKS,1,1,Confirmshaming,0
109,you choose just one box or a madison reed membership,"You choose: just one box, or a  Madison Reed Membership?",1,1,Pressured Selling,0
108,yes upgrade my purchase,Yes! Upgrade my purchase,1,1,Pressured Selling,0
107,with <num> -year care subscription <num> days history,With 1-year Care Subscription 10 days history,1,1,Pressured Selling,0
98,continue to claim your extra coupon auto applies at checkout,Continue to claim your extra coupon auto applies at checkout,1,1,Pressured Selling,0
92,continue to confirm your plus plan you can downgrade later,Continue to confirm your Plus plan you can downgrade later,1,1,Pressured Selling,0
93,continue to confirm your monthly plan you can downgrade later,Continue to confirm your Monthly plan you can downgrade later,1,1,Pressured Selling,0
94,continue to confirm your family plan you can downgrade later,Continue to confirm your Family plan you can downgrade later,1,1,Pressured Selling,0
95,continue to confirm your business plan you can downgrade later,Continue to confirm your Business plan you can downgrade later,1,1,Pressured Selling,0
96,continue to claim your trial upgrade auto applies at checkout,Continue to claim your trial upgrade auto applies at checkout,1,1,Pressured Selling,0
