predicate,cluster_id,canonical_norm,canonical_example,collapsed_count,num_variations,Type
Activity Notifications,211,<num> other person looking at this item,6 other people looking at this item,1,1,Social Proof
Activity Notifications,212,<num> others checked out this option in the past <num> hours,43 others checked out this option in the past 3 hours,1,1,Social Proof
Activity Notifications,213,<num> person are view this offer,232 people are viewing this offer!,1,1,Social Proof
Activity Notifications,214,<num> person are view this currently,1 people are viewing this currently,1,1,Social Proof
Activity Notifications,215,<num> person are looking at this right now,99 people are looking at this right now,1,1,Social Proof
Activity Notifications,216,<num> person are looking at this product right now,5 people are looking at this product right now,1,1,Social Proof
Activity Notifications,217,<num> person are looking at this product,3 people are looking at this product,1,1,Social Proof
Activity Notifications,218,<num> person are looking at this listing now,2 people are looking at this listing now,1,1,Social Proof
Activity Notifications,219,<num> person view item in the last <num> hours,88 PEOPLE VIEWED ITEM IN THE LAST 24 HOURS,1,1,Social Proof
Activity Notifications,220,<num> person are looking at this item right now,3 people are looking at this item right now,1,1,Social Proof
Activity Notifications,221,<num> person are eyeing this item,33 people are eyeing this item!,1,1,Social Proof
Activity Notifications,222,<num> person are currently view this product,9 people are currently viewing this product,1,1,Social Proof
Activity Notifications,223,<num> pawrents are buy for their furkids now,105 pawrents are buying for their furkids now!,1,1,Social Proof
Activity Notifications,224,<num> others have already bought this deal today,6 others have already bought this deal today!,1,1,Social Proof
Activity Notifications,225,<num> others checked out this option today,44 others checked out this option today,1,1,Social Proof
Activity Notifications,226,<num> others checked out this option over the weekend,31 others checked out this option over the weekend,1,1,Social Proof
Activity Notifications,227,<num> person are looking at this artwork,8 people are looking at this artwork,1,1,Social Proof
Activity Notifications,228,<num> person view this in the last hour,5338 people viewed this in the last hour,1,1,Social Proof
Activity Notifications,229,<num> person view this product,23 People viewing this product,1,1,Social Proof
Activity Notifications,230,<num> person view this product per day,19 people viewed this product per day,1,1,Social Proof
Activity Notifications,231,don t miss out we ve sold <num> in the last few days,Don't miss out! We've sold 38 in the last few days.,1,1,Social Proof
Activity Notifications,232,edwin in woodland park nj just bought,"Edwin in Woodland Park, NJ just bought",1,1,Social Proof
Activity Notifications,233,estiven in deer park united states purchase prewash <num> oz,"estiven in Deer Park, United States purchased PreWash™ 4 oz",1,1,Social Proof
Activity Notifications,234,faith in glendale united states purchase a choose your flavors <num> bag sample pack whole bean about <num> hour ago,"Faith in Glendale, United States purchased a Choose Your Flavors 5 Bag Sample Pack (Whole Bean) about 1 hour ago",1,1,Social Proof
Activity Notifications,235,fast mover <num> person added this to cart today,Fast Mover: 35 PEOPLE added this to cart today!,1,1,Social Proof
Activity Notifications,236,friends near you bought this in the last <num> minutes,Friends near you bought this in the last 10 minutes,1,1,Social Proof
Activity Notifications,237,get it fast <num> added to bag today,Get it fast! 14 added to bag today,1,1,Social Proof
Activity Notifications,238,hayden near princeton just bought cbd vegan gummies,Hayden near Princeton just bought!!!: CBD VEGAN GUMMIES,1,1,Social Proof
Activity Notifications,239,hot now purchase in the past <num> hours,Hot right now purchased in the past 3 hours,1,1,Social Proof
Activity Notifications,240,hot now purchase over the weekend,Hot right now purchased over the weekend,1,1,Social Proof
Activity Notifications,241,hot now purchase today,Hot right now purchased today,1,1,Social Proof
Activity Notifications,242,hot product over <num> person are looking at this item,HOT PRODUCT Over 250 people are looking at this item.,1,1,Social Proof
Activity Notifications,243,ibkul solid mock neck half zip pullover purchase from clinton md us <num> minute ago,"IBKUL Solid Mock Neck Half Zip Pullover purchased from Clinton, MD, US 1 minute ago",1,1,Social Proof
Activity Notifications,244,ida in tangerang selatan indonesia purchase iseya vg <num> g-series <num> layer damascus japanese chef s santoku knife <num> mm about <num> hour ago,"Ida in Tangerang Selatan, Indonesia purchased Iseya VG10 G-Series 33 layer Damascus Japanese Chef's Santoku Knife , 180mm about 1 hour ago",1,1,Social Proof
Activity Notifications,245,in <num> person s shopping bag,IN 43 PEOPLE'S SHOPPING BAG,1,1,Social Proof
Activity Notifications,246,in other users carts <num>,In other users' carts 59,1,1,Social Proof
Activity Notifications,247,israël in metz france purchase a more advanced chord substitutions,"Israël in Metz, France purchased a More ADVANCED Chord Substitutions",1,1,Social Proof
Activity Notifications,248,join <num> plus subscribers enjoying data export,Join 38 plus subscribers enjoying data export,1,1,Social Proof
Activity Notifications,249,join <num> plus subscribers enjoying ad free experience,Join 52 plus subscribers enjoying ad free experience,1,1,Social Proof
Activity Notifications,250,john in toowoomba city australia purchase a resin tank <num> hours ago,"JOHN in Toowoomba City, Australia purchased a Resin Tank 7 hours ago",1,1,Social Proof
Activity Notifications,251,joe m from bought a cartoon caterpillar rigged <num> d model recently,"Joe M from , Bought a Cartoon Caterpillar Rigged 3D Model Recently",1,1,Social Proof
Activity Notifications,252,jim in houston usa purchase pure ratios hemp oil cbd patch <num> mg cbd,"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",1,1,Social Proof
Activity Notifications,253,jessica in orange united states purchase a black <num> s sequin maxi flapper dress <num> minutes ago,"Jessica in Orange, United States purchased a Black 1920s Sequin Maxi Flapper Dress 12 minutes ago",1,1,Social Proof
Activity Notifications,254,don t let em get away several person have recent view this item,DON'T LET 'EM GET AWAY Several people have recently viewed this item.,1,1,Social Proof
Activity Notifications,255,jeremy in warroad united states purchase a,"Jeremy in Warroad, United States purchased a",1,1,Social Proof
Activity Notifications,256,your neighbors in your city just ordered this,Your neighbors in your city just ordered this,1,1,Social Proof
Activity Notifications,257,jamie in nashville united states purchased,"Jamie in Nashville, United States purchased",1,1,Social Proof
Activity Notifications,258,jamie from eloy united states purchase a cbd oil vape additives <num> pack about <num> hours ago,Jamie from Eloy United States purchased a CBD Oil Vape Additives 4 Pack About 7 hours ago,1,1,Social Proof
Activity Notifications,259,james in cashion oklahoma just bought glossy black brick geode amber gradient fast lanes,"James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes",1,1,Social Proof
Activity Notifications,260,james from colonia purchase a,James from Colonia purchased a,1,1,Social Proof
Activity Notifications,261,jacob in seymour wisconsin united states purchase a bass xl just now,"Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!",1,1,Social Proof
Activity Notifications,262,jeremy in stockton united states purchase a,"Jeremy in Stockton, United States purchased a",1,1,Social Proof
Activity Notifications,263,jonathan in syracuse united states just bought electric skateboard battery pack <num> v <num> s <num> p <num> hours ago,"Jonathan in Syracuse, United States just bought Electric Skateboard Battery Pack 36V 10S2P 4 hours ago",1,1,Social Proof
Activity Notifications,264,denise in saluda virginia bought terani couture - <num> e <num> embroidered asymmetric neck mermaid gown,"Denise in Saluda, Virginia bought Terani Couture - 1911E9095 Embroidered Asymmetric Neck Mermaid Gown",1,1,Social Proof
Activity Notifications,265,currently trending on checkout,Currently trending on checkout,1,1,Social Proof
Activity Notifications,266,<num> person view this product recent,104 people viewed this product recently!,1,1,Social Proof
Activity Notifications,267,<num> person view this product this week,127 People viewed this product this week,1,1,Social Proof
Activity Notifications,268,<num> person view this today,11 people viewed this today!,1,1,Social Proof
Activity Notifications,269,<num> person viewing,3 PEOPLE VIEWING,1,1,Social Proof
Activity Notifications,270,<num> plus verified purchase over the weekend,41 plus verified purchases over the weekend,1,1,Social Proof
Activity Notifications,271,<num> sold in past <num> months,1044 sold in past 12 months,1,1,Social Proof
Activity Notifications,272,<num> sold in the last <num> days,2049 sold in the last 7 days,1,1,Social Proof
Activity Notifications,273,<num> sold in the last <num> hours,7 sold in the last 48 hours,1,1,Social Proof
Activity Notifications,274,<num> units sold in the last <num> days,273 units sold in the last 30 days,1,1,Social Proof
Activity Notifications,275,<num> users bought this product touch the set - touch xl touchup makeup mirror bundle,64 users bought this product Touch: The Set - Touch XL & TouchUp Makeup Mirror Bundle,1,1,Social Proof
Activity Notifications,276,<num> users have looked at this product in the past <num> minutes,7 users have looked at this product in the past 6 minutes,1,1,Social Proof
Activity Notifications,277,<num> view per day,308 viewed per day,1,1,Social Proof
Activity Notifications,278,<num> view per hour,2 viewed per hour,1,1,Social Proof
Activity Notifications,279,abbie in calwell australia purchase shark bite socks about <num> hour ago,"Abbie in Calwell, Australia purchased Shark Bite Socks about 1 hour ago",1,1,Social Proof
Activity Notifications,280,add to wish list <num> person have added,Add to Wish List(13 People Have Added),1,1,Social Proof
Activity Notifications,281,alyssa in san antonio united states purchase a itunes japan gift card <num> jpy about <num> minutes ago,"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",1,1,Social Proof
Activity Notifications,282,annie in cheras malaysia just bought an abundance of flowers - van-go paint-by-number kit,"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",1,1,Social Proof
Activity Notifications,283,crystal li in flushing united states purchase a,"Crystal Li in Flushing, United States purchased a",1,1,Social Proof
Activity Notifications,284,collin p from grandview missouri just bought burgundy two button suit about <num> seconds ago,Collin P. from Grandview Missouri just bought BURGUNDY TWO BUTTON SUIT ABOUT 5 SECONDS AGO,1,1,Social Proof
Activity Notifications,285,chirag in anoopshahr just got the jays - a-jays one about <num> minutes ago,Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,1,1,Social Proof
Activity Notifications,286,cheryl in ontario bought <num> organic reishi mushroom powder <num> g about <num> minutes ago,Cheryl in Ontario bought 100% Organic Reishi Mushroom Powder 100g about 16 minutes ago,1,1,Social Proof
Activity Notifications,287,chelsea in burlington wisconsin bought take out the boat jumpsuit blackabout <num> minutes ago,"Chelsea in Burlington, Wisconsin bought Take Out The Boat Jumpsuit, Blackabout 13 minutes ago",1,1,Social Proof
Activity Notifications,288,carol in st louis missouri bought original usb charging anti-theft backpack,"Carol in St. Louis, Missouri bought Original USB Charging Anti-Theft Backpack",1,1,Social Proof
Activity Notifications,289,debby in harpers ferry united states just bought icing pen decorating tool,"Debby in Harpers Ferry, United States just bought: Icing Pen Decorating Tool",1,1,Social Proof
Activity Notifications,290,carl f from fort ann ny bought a king,"Carl F. from Fort Ann, NY bought a King",1,1,Social Proof
Activity Notifications,291,bobby in decatur united states just purchased,"Bobby in Decatur, United States just purchased",1,1,Social Proof
Activity Notifications,292,bernard in philadelphia united states purchase a,"BERNARD in Philadelphia, United States purchased a",1,1,Social Proof
Activity Notifications,293,awhi from hicks bay gisborne new zealand just bought,"Awhi from Hicks Bay, Gisborne, New Zealand just bought",1,1,Social Proof
Activity Notifications,294,ashley in auburn united states purchase a check plz iphone x xs case about <num> minutes ago,"Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago",1,1,Social Proof
Activity Notifications,295,armin dinovic bought <num> m runescape <num> gold order total <num> about <num> seconds ago,"Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",1,1,Social Proof
Activity Notifications,296,another babe in alexandria united states just ordered flat tummy tea,"Another babe in Alexandria, United States just ordered Flat Tummy Tea",1,1,Social Proof
Activity Notifications,297,bought by <num> person in last few hours hot seller,Bought by 39 people in last few hours! HOT SELLER!,1,1,Social Proof
Activity Notifications,298,your neighbors in your region just ordered this,Your neighbors in your region just ordered this,1,1,Social Proof
Confirmshaming,299,no thanks i d rather pay full price,No thanks. I'd rather pay full price.,11,3,Misdirection
Confirmshaming,302,no thanks i ll pay full price,"No Thanks, I'll Pay Full Price",5,2,Misdirection
Confirmshaming,308,no thanks i don t like discounts,"NO, THANKS. I DON'T LIKE DISCOUNTS",5,3,Misdirection
Confirmshaming,300,no thanks i prefer paying full price,"No Thanks, I Prefer Paying Full Price.",4,1,Misdirection
Confirmshaming,301,no thanks i don t like free stuff,"NO THANKS, I DON'T LIKE FREE STUFF",4,1,Misdirection
Confirmshaming,306,no i don t feel lucky,"NO, I DON'T FEEL LUCKY",4,2,Misdirection
Confirmshaming,315,no thanks i don t want a discount,"No Thanks, I Don't Want a Discount",4,3,Misdirection
Confirmshaming,303,no thanks i don t like saving money,"No Thanks, I Don't Like Saving Money.",3,1,Misdirection
Confirmshaming,304,no thanks i don t want to save,"NO THANKS, I DON'T WANT TO SAVE",3,1,Misdirection
Confirmshaming,305,no thanks i like paying full price,"No Thanks, I like paying full price.",3,1,Misdirection
Confirmshaming,307,no thanks i d rather pay more,"No thanks, I'd rather pay more",3,1,Misdirection
Confirmshaming,311,no thanks i don t want to save money,No thanks. I don’t want to save money.,3,2,Misdirection
Confirmshaming,309,no thanks i don t like to save,"no thanks, I don't like to save",2,1,Misdirection
Confirmshaming,310,no thanks i don t like winning,"No thanks, I don't like winning.",2,1,Misdirection
Confirmshaming,312,no thanks i don t like deals,"No thanks, I don't like deals.",2,1,Misdirection
Confirmshaming,313,no thanks i don t like exclusive offers,"No thanks, I don't like exclusive offers",2,1,Misdirection
Confirmshaming,314,no thanks i don t want a free gift,"No thanks, I don't want a free gift.",2,1,Misdirection
Confirmshaming,316,no thanks i don t want <num> off,"NO THANKS, I DON’T WANT 15% OFF",2,1,Misdirection
Confirmshaming,317,no thanks i don t want discount,"No thanks, I don't want discount",1,1,Misdirection
Confirmshaming,318,no thanks i don t want official software at the best price,"No Thanks, I don't want official software at the best price.",1,1,Misdirection
Confirmshaming,319,no thanks i don t want any deals,"No thanks, I don't want any deals",1,1,Misdirection
Confirmshaming,320,no thanks i don t want <num> off my order,"NO THANKS, I DON'T WANT 20% OFF MY ORDER",1,1,Misdirection
Confirmshaming,321,no thanks i don t want the free gift,"No thanks, I don't want the free gift.",1,1,Misdirection
Confirmshaming,322,no thanks i don t want to build one i d rather kick rocks,"No thanks, I don't want to build one.. I'd rather kick rocks!",1,1,Misdirection
Confirmshaming,323,no thanks i don t want to look my best,"No thanks, I don't want to look my best",1,1,Misdirection
Confirmshaming,324,no thanks i don t mind missing out,"NO THANKS, I DON’T MIND MISSING OUT",1,1,Misdirection
Confirmshaming,325,no thanks i don t want deals,No thanks. I don’t want deals.,1,1,Misdirection
Confirmshaming,326,no thanks i don t want to save up to <num>,"No thanks, I don't want to save up to 75%",1,1,Misdirection
Confirmshaming,327,don t miss on these awesome items don t miss on our table decoration system,DON'T MISS ON THESE AWESOME ITEMS / DON'T MISS ON OUR TABLE DECORATION SYSTEM,1,1,Misdirection
Confirmshaming,328,no thanks i hate cool stuff,"No thanks, I hate cool stuff",1,1,Misdirection
Confirmshaming,329,no thanks i will pay full price,"No thanks, I will pay full price.",1,1,Misdirection
Confirmshaming,330,no thanks i want to pay the full price,"No thanks, I want to pay the full price.",1,1,Misdirection
Confirmshaming,331,no thanks i want to pay full price,"No thanks, I want to pay full price",1,1,Misdirection
Confirmshaming,332,no thanks i ve got too much cool glock stuff,"No thanks, I've got too much cool Glock stuff!",1,1,Misdirection
Confirmshaming,333,no thanks i rather pay full price,"No Thanks, I rather pay full price",1,1,Misdirection
Confirmshaming,334,no thanks i prefer to pay more for shoes,"No thanks, I prefer to pay more for shoes!",1,1,Misdirection
Confirmshaming,335,no thanks i prefer to pay full price,"No thanks, I prefer to pay full price.",1,1,Misdirection
Confirmshaming,336,no thanks i prefer not to have a protection plan,"No Thanks, I prefer not to have a protection plan",1,1,Misdirection
Confirmshaming,337,no thanks i m not interested in saving money,"No thanks, I'm not interested in saving money.",1,1,Misdirection
Confirmshaming,338,no thanks i m not interested,"No thanks, I'm not interested",1,1,Misdirection
Confirmshaming,339,no thanks i love chaos,No thanks. I love chaos!,1,1,Misdirection
Confirmshaming,340,no thanks i ll still want to pay full price,"No thanks, I'll still want to pay full price",1,1,Misdirection
Confirmshaming,341,no thanks i ll skip this amazing super-saver deal i don t need so many beautiful textures,"No thanks, I’ll skip this amazing super-saver deal. I don’t need so many beautiful textures",1,1,Misdirection
Confirmshaming,342,no thanks i ll save money another day,"no thanks, I'll save money another day",1,1,Misdirection
Confirmshaming,343,no thanks i ll let this offer sail away,"No Thanks, I'll let this offer sail away",1,1,Misdirection
Confirmshaming,344,no thanks i ll just walk,"[NO THANKS, I'LL JUST WALK]",1,1,Misdirection
Confirmshaming,345,no thanks i ll just pay full price,"No thanks, I'll just pay full price.",1,1,Misdirection
Confirmshaming,346,no thanks i ll be the last to know,"No thanks, I'll be the last to know.",1,1,Misdirection
Confirmshaming,347,no thanks i like full price,"No thanks, I like full price",1,1,Misdirection
Confirmshaming,348,no thanks i just want the item,"No thanks, I just want the item",1,1,Misdirection
Confirmshaming,349,no thanks i hate fun games,"no thanks, I hate fun & games",1,1,Misdirection
Confirmshaming,350,no thanks i dont want a discount,"No thanks, I dont want a discount",1,1,Misdirection
Confirmshaming,351,no thanks i hate saving money,"No thanks, I hate saving money",1,1,Misdirection
Confirmshaming,352,no thanks i don t like good deals,"No thanks, I don't like good deals.",1,1,Misdirection
Confirmshaming,353,no thanks i don t like promotions and exclusive content,"No thanks, I don't like promotions and exclusive content.",1,1,Misdirection
Confirmshaming,354,no i d rather not hear about exclusive offers and discounts,No I'd rather not hear about exclusive offers and discounts.,1,1,Misdirection
Confirmshaming,355,no i d rather do it the hard way,"No, I'd rather do it the hard way...",1,1,Misdirection
Confirmshaming,356,nah i ll pay full price,"Nah, I'll pay full price",1,1,Misdirection
Confirmshaming,357,nah i like paying full price,"Nah, I like paying full price",1,1,Misdirection
Confirmshaming,358,keep loyalty bonus active by clicking sign up,Keep loyalty bonus active by clicking Sign up,1,1,Misdirection
Confirmshaming,359,keep loyalty bonus active by clicking get deal,Keep loyalty bonus active by clicking Get deal,1,1,Misdirection
Confirmshaming,360,keep cashback reward active by clicking join now,Keep cashback reward active by clicking Join now,1,1,Misdirection
Confirmshaming,361,keep bonus points active by clicking get deal,Keep bonus points active by clicking Get deal,1,1,Misdirection
Confirmshaming,362,i want to pay more later,I WANT TO PAY MORE LATER ;),1,1,Misdirection
Confirmshaming,363,i don t like to save money,I Don't Like to Save Money,1,1,Misdirection
Confirmshaming,364,i don t like free gifts no thanks,"I DON'T LIKE FREE GIFTS, NO THANKS",1,1,Misdirection
Confirmshaming,365,i d rather not save,I'd rather not save,1,1,Misdirection
Confirmshaming,366,i ll shop without a discount,I'll Shop Without A Discount,1,1,Misdirection
Confirmshaming,367,no i don t want great deals,"No, I don't want great deals.",1,1,Misdirection
Confirmshaming,368,no i ll pay full price,"NO, I'LL PAY FULL PRICE",1,1,Misdirection
Confirmshaming,369,no thanks i don t like great deals,"No, thanks. I don't like great deals.",1,1,Misdirection
Confirmshaming,370,personalize your doll,Personalize your doll,1,1,Misdirection
Confirmshaming,371,no thanks i don t like getting free stuff,"No thanks, I don't like getting free stuff.",1,1,Misdirection
Confirmshaming,372,no thanks i don t like fun and games,"No thanks, I don’t like fun and games.",1,1,Misdirection
Confirmshaming,373,no thanks i don t like free things,No thanks. I don't like free things...,1,1,Misdirection
Confirmshaming,374,no thanks i don t like exclusive deals,"No Thanks, I don't like exclusive deals.",1,1,Misdirection
Confirmshaming,375,no thanks i despise coupons,"No thanks, I despise coupons!",1,1,Misdirection
Confirmshaming,376,no thanks i definitely measured correctly,No thanks I definitely measured correctly,1,1,Misdirection
Confirmshaming,377,no thanks i d rather not win,"No thanks, I’d rather not win.",1,1,Misdirection
Confirmshaming,378,no thanks i d rather join the pay full price for things club,"No thanks! I'd rather join the """"Pay Full Price for Things"""" club.",1,1,Misdirection
Confirmshaming,379,no thanks i d prefer not to save,"No, thanks. I'd prefer not to save.",1,1,Misdirection
Confirmshaming,380,no thanks i d like <num> off,"No thanks, I'd like 0% off",1,1,Misdirection
Confirmshaming,381,no thanks free stuff isn t for me,"No thanks, free stuff isn't for me.",1,1,Misdirection
Confirmshaming,382,no thanks - i don t want to save money,No thanks - I don't want to save money,1,1,Misdirection
Confirmshaming,383,no thanks,NO THANKS,1,1,Misdirection
Confirmshaming,384,no thank you i prefer to pay the full price,"No, thank you. I prefer to pay the full price",1,1,Misdirection
Confirmshaming,385,no thank you i prefer to pay full price,"No thank you, I prefer to pay full price",1,1,Misdirection
Confirmshaming,386,no thank you i prefer to pay for shipping,"No thank you, I prefer to pay for shipping.",1,1,Misdirection
Confirmshaming,387,no i ll rather pay full price,"No, I'll rather pay full price.",1,1,Misdirection
Confirmshaming,388,no thanks i don t like savings,"No thanks, I don't like savings",1,1,Misdirection
Confirmshaming,389,yes i want to save money no thanks,"Yes, I Want To Save Money!No Thanks",1,1,Misdirection
Pressured Selling,390,<num> <num>,$132.90 $99.00,1,1,Misdirection
Pressured Selling,391,subscribe save,Subscribe & Save,1,1,Misdirection
Pressured Selling,392,subscribe save <num> <num>,Subscribe & Save (15%): $ 16.99,1,1,Misdirection
Pressured Selling,393,the annual plan is our most popular pre chosen to save you time,The Annual plan is our most popular pre chosen to save you time,1,1,Misdirection
Pressured Selling,394,the basic plan is our most popular pre chosen to save you time,The Basic plan is our most popular pre chosen to save you time,1,1,Misdirection
Pressured Selling,395,the business plan is our most popular pre chosen to save you time,The Business plan is our most popular pre chosen to save you time,1,1,Misdirection
Pressured Selling,396,the competition <num> <num>,"THE COMPETITION $1,299.99",1,1,Misdirection
Pressured Selling,397,the enterprise plan is our most popular pre chosen to save you time,The Enterprise plan is our most popular pre chosen to save you time,1,1,Misdirection
Pressured Selling,398,the family plan is our most popular pre chosen to save you time,The Family plan is our most popular pre chosen to save you time,1,1,Misdirection
Pressured Selling,399,the fastest route is pre checked for your convenience,The fastest route is pre checked for your convenience,1,1,Misdirection
Pressured Selling,400,the monthly plan is our most popular pre chosen to save you time,The Monthly plan is our most popular pre chosen to save you time,1,1,Misdirection
Pressured Selling,401,the plus plan is our most popular pre chosen to save you time,The Plus plan is our most popular pre chosen to save you time,1,1,Misdirection
Pressured Selling,402,the standard plan is our most popular pre chosen to save you time,The Standard plan is our most popular pre chosen to save you time,1,1,Misdirection
Pressured Selling,403,this offer is only valid if you add to cart now,This offer is only VALID if you add to cart now!,1,1,Misdirection
Pressured Selling,404,to finish sign up accept optional terms pre ticked,To finish sign up accept optional terms pre ticked,1,1,Misdirection
Pressured Selling,405,to keep exclusive access proceed with the recommended annual plan,To keep exclusive access proceed with the recommended Annual plan,1,1,Misdirection
Pressured Selling,406,smart picks enabled some options are selected for you,Smart picks enabled some options are selected for you,1,1,Misdirection
Pressured Selling,407,skip step appears after you click get deal,Skip step appears after you click Get deal,1,1,Misdirection
Pressured Selling,408,skip step appears after you click checkout,Skip step appears after you click Checkout,1,1,Misdirection
Pressured Selling,409,score you ve qualified for a checkout bonus,Score! You've Qualified for a Checkout Bonus,1,1,Misdirection
Pressured Selling,410,order without free membership <num>,Order without free membership $69.95,1,1,Misdirection
Pressured Selling,411,other items on special offer,Other Items On Special Offer:,1,1,Misdirection
Pressured Selling,412,our best selling goggle,OUR BEST SELLING GOGGLE,1,1,Misdirection
Pressured Selling,413,people also buy this with,People also buy this with,1,1,Misdirection
Pressured Selling,414,pre checked newsletter keeps you updated opt out anytime,Pre checked newsletter keeps you updated opt out anytime,1,1,Misdirection
Pressured Selling,415,priority support is included pre selected,Priority support is included pre selected,1,1,Misdirection
Pressured Selling,416,processing will be faster with express checkout selected,Processing will be faster with Express Checkout selected,1,1,Misdirection
Pressured Selling,417,to keep exclusive access proceed with the recommended business plan,To keep exclusive access proceed with the recommended Business plan,1,1,Misdirection
Pressured Selling,418,professional color tool kit addons,Professional Color Tool Kit / Addons,1,1,Misdirection
Pressured Selling,419,promo applied taxes and membership fee may be shown at checkout,Promo applied Taxes and membership fee may be shown at checkout,1,1,Misdirection
Pressured Selling,420,protect your gear,Protect Your Gear,1,1,Misdirection
Pressured Selling,421,protect your sofa your humblebum sofa in thatch house fabric will look wicked why not add castelan fabric protection to cover your new squish machine against wine spillages messy tv dinners and other disasters for just just <num>,"PROTECT YOUR SOFA! Your Humblebum Sofa in Thatch house fabric will look wicked! Why not add Castelan Fabric Protection to cover your new squish machine against wine spillages, messy TV dinners, and other disasters for just just £80?",1,1,Misdirection
Pressured Selling,422,recommended option selected you can modify later,Recommended option selected you can modify later,1,1,Misdirection
Pressured Selling,423,save <num> aud <num> off,Save $148.98AUD – 49% Off,1,1,Misdirection
Pressured Selling,424,savings applied at pop up buy now to finalize,Savings applied at pop up Buy now to finalize,1,1,Misdirection
Pressured Selling,425,savings applied at product page join now to finalize,Savings applied at product page Join now to finalize,1,1,Misdirection
Pressured Selling,426,promo applied taxes and activation fee may be shown at checkout,Promo applied Taxes and activation fee may be shown at checkout,1,1,Misdirection
Pressured Selling,427,to keep free gift proceed with the recommended enterprise plan,To keep free gift proceed with the recommended Enterprise plan,1,1,Misdirection
Pressured Selling,428,to keep vip access proceed with the recommended pro plan,To keep VIP access proceed with the recommended Pro plan,1,1,Misdirection
Pressured Selling,429,to keep welcome credit proceed with the recommended standard plan,To keep welcome credit proceed with the recommended Standard plan,1,1,Misdirection
Pressured Selling,430,your cart includes gift wrap free to remove later,Your cart includes gift wrap free to remove later,1,1,Misdirection
Pressured Selling,431,your cart includes priority support free to remove later,Your cart includes priority support free to remove later,1,1,Misdirection
Pressured Selling,432,your cloud storage includes extra storage unless removed,Your cloud storage includes extra storage unless removed,1,1,Misdirection
Pressured Selling,433,your discount is applied additional administration fee may appear at checkout,Your discount is applied Additional administration fee may appear at checkout,1,1,Misdirection
Pressured Selling,434,your discount is applied additional booking fee may appear at checkout,Your discount is applied Additional booking fee may appear at checkout,1,1,Misdirection
Pressured Selling,435,your discount is applied additional handling fee may appear at checkout,Your discount is applied Additional handling fee may appear at checkout,1,1,Misdirection
Pressured Selling,436,your discount is applied additional membership fee may appear at checkout,Your discount is applied Additional membership fee may appear at checkout,1,1,Misdirection
Pressured Selling,437,your cart includes extra storage free to remove later,Your cart includes extra storage free to remove later,1,1,Misdirection
Pressured Selling,438,your discount is applied additional processing fee may appear at checkout,Your discount is applied Additional processing fee may appear at checkout,1,1,Misdirection
Pressured Selling,439,your discount is applied additional transaction fee may appear at checkout,Your discount is applied Additional transaction fee may appear at checkout,1,1,Misdirection
Pressured Selling,440,your family discount applies if you proceed now,Your Family discount applies if you proceed now,1,1,Misdirection
Pressured Selling,441,your fitness app includes gift wrap unless removed,Your fitness app includes gift wrap unless removed,1,1,Misdirection
Pressured Selling,442,your luggage set includes data export unless removed,Your luggage set includes data export unless removed,1,1,Misdirection
Pressured Selling,443,your plus discount applies if you proceed now,Your Plus discount applies if you proceed now,1,1,Misdirection
Pressured Selling,444,your premium discount applies if you proceed now,Your Premium discount applies if you proceed now,1,1,Misdirection
Pressured Selling,445,your purchase entitles you to the following special,"""Your purchase entitles you to the following special""",1,1,Misdirection
Pressured Selling,446,your discount is applied additional service fee may appear at checkout,Your discount is applied Additional service fee may appear at checkout,1,1,Misdirection
Pressured Selling,447,optional priority support is included remove to proceed without it,Optional priority support is included remove to proceed without it,1,1,Misdirection
Pressured Selling,448,your cart includes extended warranty free to remove later,Your cart includes extended warranty free to remove later,1,1,Misdirection
Pressured Selling,449,your cart includes cloud backup free to remove later,Your cart includes cloud backup free to remove later,1,1,Misdirection
Pressured Selling,450,to retain discounts proceed with the recommended bundle,To retain discounts proceed with the recommended bundle,1,1,Misdirection
Pressured Selling,451,trial upgrade unlocked selection is already chosen for you,trial upgrade unlocked selection is already chosen for you,1,1,Misdirection
Pressured Selling,452,two free pillows and <num> off with promo code,TWO FREE PILLOWS AND 30% OFF WITH PROMO CODE,1,1,Misdirection
Pressured Selling,453,unchecking extras may reduce your benefits,Unchecking extras may reduce your benefits,1,1,Misdirection
Pressured Selling,454,vip access unlocked selection is already chosen for you,VIP access unlocked selection is already chosen for you,1,1,Misdirection
Pressured Selling,455,want a special deal bundle and save upto <num>,Want a special deal? Bundle and SAVE UPTO30%,1,1,Misdirection
Pressured Selling,456,want to add one of these,Want to add one of these?,1,1,Misdirection
Pressured Selling,457,your cart includes data export free to remove later,Your cart includes data export free to remove later,1,1,Misdirection
Pressured Selling,458,we have applied the optimal settings automatically,We have applied the optimal settings automatically,1,1,Misdirection
