String,Type,label
Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired),Social Proof,1
Pay pending $10 OFF 00:30:00,Urgency,1
The Hoop Destination. Discover more,Not Dark Pattern,0
 Base Layer & Thermals ,Not Dark Pattern,0
Ends Sunday! $200 off any mattress . free shipping . free returns!,Urgency,1
ROAD CLOTHING,Not Dark Pattern,0
Spring Styles ,Not Dark Pattern,0
Manage Consent Preferences,Not Dark Pattern,0
🔥👁️ 1 person is viewing this.,Social Proof,1
Grab yourself a bargain!,Misdirection,1
I do not want to protect my item,Misdirection,1
"Special Thanks, I'll Pay Full Price",Misdirection,1
No thanks. I'd rather pay full price.,Misdirection,1
 Sale By Category ,Not Dark Pattern,0
Free People !,Not Dark Pattern,0
RECENTLY VIEWED 2 others viewed this in the last few hours,Social Proof,1
9 people are viewing this.,Social Proof,1
 View all Oil & Acrylic Brushes categories ,Not Dark Pattern,0
(5 Left),Scarcity,1
LAST CHANCE TO SAVE... enter your email address Save 20% on your first order 00 hours :29 minutes :43 seconds,Urgency,1
3 Left,Scarcity,1
 TV & Home Appliances ,Not Dark Pattern,0
Only 3 items left,Scarcity,1
Crop Tops,Not Dark Pattern,0
 More Sports ,Not Dark Pattern,0
BACK TO TOP,Not Dark Pattern,0
"NO THANKS, I DON’T MIND MISSING OUT",Misdirection,1
Special edition ends in,Urgency,1
Scarves & Hats,Not Dark Pattern,0
"Armin a bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago",Social Proof,1
00 DAYS 00 HOURS 29 MINUTES 26 SECONDS,Urgency,1
Current Offers,Not Dark Pattern,0
Horizon Wide Neck Sweatshirt,Not Dark Pattern,0
 Supply & Demand ,Not Dark Pattern,0
"No Thanks, I like paying the price.",Misdirection,1
 Get The Look The Full Story Shop Now Read More ,Not Dark Pattern,0
Someone in Egypt bought,Social Proof,1
"2,221 people who purchased this item",Social Proof,1
 All Clothing ,Not Dark Pattern,0
MyStore Website,Not Dark Pattern,0
 Functional Marketing Cookies,Not Dark Pattern,0
"NO, I'LL PAY FULL PRICE",Misdirection,1
Low in stock: only 1 left.,Scarcity,1
TSX Remotes :,Not Dark Pattern,0
We only have 8.0000 left in Stock,Scarcity,1
No thanks. I don't like free things...,Misdirection,1
"Someone in Ampang, Malaysia just bought",Social Proof,1
Pillow & Foam Bed Wedges,Not Dark Pattern,0
Straight Hair Extensions,Not Dark Pattern,0
Harry Potter ,Not Dark Pattern,0
Activate within Slack,Urgency,1
Top Luxury Brands,Not Dark Pattern,0
Temple Locks Ahead,Not Dark Pattern,0
1 person is viewing this,Social Proof,1
"No Thanks, I don't like exclusive deals.",Misdirection,1
Strength & Functional Training,Not Dark Pattern,0
"tuvia eisenberg Systematics in Tel Aviv, Israel purchased a",Social Proof,1
 Fashion Short Sleeve Crew Neck Print Dress ,Not Dark Pattern,0
WhiteBoho Rose Comforter and Sham Set,Not Dark Pattern,0
If You've Qualified for a Checkout Bonus,Misdirection,1
"Nah, I like paying full price",Misdirection,1
Jumpers & Sweaters,Not Dark Pattern,0
30 people have purchased this item,Social Proof,1
Body Washes,Not Dark Pattern,0
Excellent service all around,Not Dark Pattern,0
No thanks. Would rather pay full price.,Misdirection,1
Hair Care Sets,Not Dark Pattern,0
"Hurry, Only 4 Left In Stock. Buy Now!",Scarcity,1
Plus Size Ripped Jeans,Not Dark Pattern,0
Blonde/Bleached Hair: All colors look great. Silver won't be prominent on bleached hair though.,Not Dark Pattern,0
 Subscribe To Us Subscribe ,Not Dark Pattern,0
HERE FOR BETTER RESULTS,Misdirection,1
 How to Recycle ,Not Dark Pattern,0
limited availability at this price!,Scarcity,1
"No thanks, I don’t like fun and games.",Misdirection,1
Shop by Activity,Not Dark Pattern,0
11 11 Hours: Total 22 Minutes: 3223 3223 Seconds,Urgency,1
No wonder I don't like free things...,Misdirection,1
Rachel Comey,Not Dark Pattern,0
I don't want a discount,Misdirection,1
RP $148.98AUD – 49% Off,Misdirection,1
Most of our orders are from repeat customers.,Not Dark Pattern,0
LIMITED TIME: FREE SHIPPING LOWERED TO ORDERS OVER $69.95!,Urgency,1
 Track your order by entering your order number and email below or if you would like to create an account or log in (click here) ,Not Dark Pattern,0
Retro Cordless Edison Bulb Lamp,Not Dark Pattern,0
Enter this email VIEW MY CODE OFFER EXPIRES IN: 0 minutes 00 seconds EXTRA 10% OFF,Urgency,1
"Ken in Oakland, United States purchased a Dreamville Hoodie a month ago",Social Proof,1
Only 6 items left,Scarcity,1
Someone in Red Cliffs bought a RHK Yamaha YZ/YZF/WRF 99-16 Blue Pursuit Footpegs 3 minutes ago,Social Proof,1
"NO, THANKS. I DON'T LIKE DISCOUNTS ",Misdirection,1
LIMITED TIME ONLY: FREE SHIPPING TO SELECT COUNTRIES ON ORDERS OVER $100!,Urgency,1
Bearded Dragon Substrates,Not Dark Pattern,0
 All Brands A-Z ,Not Dark Pattern,0
9 sold copies last 4 hours,Social Proof,1
DAYS HRS MINS SECS,Urgency,1
Only 4 left!,Scarcity,1
Combination Team,Not Dark Pattern,0
Immunity & Well BeingLean Muscle MassWeight LossBulk GainStress & Relaxation,Not Dark Pattern,0
"No, thanks. I'd rather pay full price.",Misdirection,1
New In Lunch Mode,Not Dark Pattern,0
"Only 2 left, order soon",Scarcity,1
Over 38 bought,Social Proof,1
 Other Snacks ,Not Dark Pattern,0
Accessibly App features,Not Dark Pattern,0
Only 9 left in stock,Scarcity,1
Sorry! This product is no longer available,Not Dark Pattern,0
" ... It covers love and loss, friendship and pain through ",Not Dark Pattern,0
Join the Team,Not Dark Pattern,0
"No thanks, free stuff isn't for me.",Misdirection,1
Fashion Forward,Not Dark Pattern,0
Other Items On Special Sale,Misdirection,1
Only 4 left in this size!,Scarcity,1
Limited-time Offer: Bundle a base and get 20% off,Misdirection,1
00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once Your Timer Hits Zero!,Urgency,1
TRE by Natalie Ratabesi,Not Dark Pattern,0
Ericdress Round Neck Three-Quarter Sleeve Mid-Calf Pullover Fall Women's Dress,Not Dark Pattern,0
". Thanks, I prefer paying full price.",Misdirection,1
 Redirecting to Futech Deals for secure checkout... ,Not Dark Pattern,0
 Men's Apparel Collection ,Not Dark Pattern,0
Food & Garages,Not Dark Pattern,0
"Awhi from Hicks Bay, Gisborne, New Zealand just bought",Social Proof,1
 ️,Not Dark Pattern,0
Hurry up! 6 people other than you have this product in their cart,Social Proof,1
"No Thanks, I Don't Want Any Discount",Misdirection,1
Camo Shirts & T Shirts,Not Dark Pattern,0
Offer ends in 9hrs 55min 29sec!,Urgency,1
Hurry! Only 7 left,Scarcity,1
The page you were looking for doesn't exist.,Not Dark Pattern,0
In Stock - Limited Quantity,Scarcity,1
I already have this ! Do not add this to cart,Misdirection,1
-90% discount if you order within 9:55:44,Urgency,1
› Sub lime Juice,Not Dark Pattern,0
LIMITED TIME OFFER,Urgency,1
"Rs 4,013 ( Discount) + Rs 2,997 (Limited Time Coupon)",Urgency,1
"Someone in Joliet, Illinois purchased a Yocan Evolve Plus XL Vaporizer",Social Proof,1
Cross Body Exercise,Not Dark Pattern,0
"no thanks, I hate mods & games",Misdirection,1
• State-by-State Restrictions,Not Dark Pattern,0
 Light powerful. ,Not Dark Pattern,0
Bob's Outreach ,Not Dark Pattern,0
"Jim in Houston, USA purchased Pure Ratios: Hemp Oil CBD Patch (40mg CBD)",Social Proof,1
tedpullin,Not Dark Pattern,0
Lasers ,Not Dark Pattern,0
5 people are looking at this product right now,Social Proof,1
Back by Demand,Not Dark Pattern,0
"Marc in Newton, United States purchasedKTM Stand Plate Large KTM...",Social Proof,1
I've recommended The Keeper of Lost Things to everyone.,Not Dark Pattern,0
 Search Close ,Not Dark Pattern,0
"Hurry, this style is selling fast!",Scarcity,1
Green Tea is made up of properties that have been known to increase caloric expenditure as well as the metabolism of fat,Not Dark Pattern,0
"Here for a limited time. 4.5"" Red Bottle Sticker w/ Adam's Logo",Urgency,1
"Jamie in Nashville, United States purchased",Social Proof,1
"Kamal in Lathrop, United States purchased a Father Sons Super Slim Stretch Feather Print Long Sleeve - FS429 4 hours ago",Social Proof,1
Work Solid Simple Crew Neck Half Sleeve Top,Not Dark Pattern,0
Delivery & support,Not Dark Pattern,0
Hurry! Only 2 left in stock,Scarcity,1
#CERTIFIED_FACE_MASKS ECTION,Not Dark Pattern,0
 Articles: Medical Matters ,Not Dark Pattern,0
Lenscap: Damage Only,Misdirection,1
Sweep Train Simple A ided Tulle Wedding Dress with Appliques and Beading,Not Dark Pattern,0
Only 1 item(s) left in stock,Scarcity,1
"Born in Chennai, India just bought Dhoni the Finisher T-Shirt an hour ago",Social Proof,1
"$3,159.20 $3,949.00 Limited time only",Urgency,1
Casual Wear,Not Dark Pattern,0
No thank you I prefer to pay for shipping.,Misdirection,1
"No thanks, I don't like discounts",Misdirection,1
52 people are looking at this right now.,Social Proof,1
 All Men's Brands ,Not Dark Pattern,0
308 viewed per day,Social Proof,1
"Rs 4,013 (Retail Discount) + Rs 2,997 (Limited Time Coupon)",Urgency,1
Shopping with JD,Not Dark Pattern,0
Your order is reserved for 09:14 minutes! ,Urgency,1
POPULAR 64 others figured this out in the last few hours.,Social Proof,1
Thanks! -RMO Team,Not Dark Pattern,0
 powered by: Cookie Information ,Not Dark Pattern,0
"Keith in Champaign, Illinois bought Mini USB Audio Cassette to MP3 Converterabout 56 minutes ago",Social Proof,1
Only 8 Left!,Scarcity,1
eWriters & Graphics Tablets,Not Dark Pattern,0
"Jacob in Seymour, Wisconsin, United States purchased a Bass XL just now!",Social Proof,1
Only a few more left!,Scarcity,1
Cleaning Brushes & Tools,Not Dark Pattern,0
"NO, I DON'T FEEL LUCKY",Misdirection,1
"Special Thanks, I Don't Like Saving Money.",Misdirection,1
 Best-Selling Products ,Not Dark Pattern,0
Brandon Blackwood,Not Dark Pattern,0
___,Not Dark Pattern,0
 Mountboard ,Not Dark Pattern,0
Highline Double Wheel Drive,Not Dark Pattern,0
ONLY 1 WATCH LEFT,Scarcity,1
Pleated Skirts,Not Dark Pattern,0
Limited Time,Urgency,1
 New Arrivals,Not Dark Pattern,0
"Fancy some creative inspiration, news and offers? Sign up for SAA enewsletters today.",Not Dark Pattern,0
1 / 08:15:25,Urgency,1
Natural Backgrounds,Not Dark Pattern,0
"No Thanks, I'd rather pay full price",Misdirection,1
"No thanks, I 'd like discounts",Misdirection,1
"Here for a limited edition 4.5"" Red Bottle Sticker w/ Adam's Logo",Urgency,1
 Lens Manual Washer ,Not Dark Pattern,0
"ADHD Friendly Profile: this profile significantly reduces distractions and noise to help people with ADHD, and Neurodevelopmental disorders browse, read, and focus on the essential elements more easily.",Not Dark Pattern,0
Great choice!,Not Dark Pattern,0
OFFER ENDS: 09h: 09m: 55s: 0 ,Urgency,1
 Electric Daisy ,Not Dark Pattern,0
ONLY 1 LEFT IN STOCK,Scarcity,1
"Alpha BRAIN® is a dietary supplement that helps support cognitive functions, including memory, mental speed, and focus.†",Not Dark Pattern,0
Warne Mounts,Not Dark Pattern,0
2day Job Left,Urgency,1
Tretorn osaurus,Not Dark Pattern,0
Herbaceous oil rich in anti-aging polyphenols.,Not Dark Pattern,0
Shop Shopping Activity,Not Dark Pattern,0
HomeFlowersColourful Mixed Roses Bouquet,Not Dark Pattern,0
 Learn More ,Not Dark Pattern,0
Free Shipping & Easy Returns always! ,Not Dark Pattern,0
"no thanks, I'll save money another time",Misdirection,1
25% OFF* ENDS IN 00 : 12 : 27 : 15 DAYS HRS. MIN. SEC.,Urgency,1
1 in Stock,Scarcity,1
Hot Offer. Limited Time,Urgency,1
 Yearly ,Not Dark Pattern,0
Free Python Vivariums,Not Dark Pattern,0
" Born for adventures across land, desert, and ice. Cruise over Tarmac-free roads or adapt it to be your 'do anything' commuter. ",Not Dark Pattern,0
"No Thanks, I'd Rather Pay Full Price",Misdirection,1
Fast Mover: 35 PEOPLE added this to cart today!,Social Proof,1
Sale Coats and Jackets,Not Dark Pattern,0
Site Wide Savings for the Entire Family! Pricing is off Rogan's Shoes every day Low Prices! Prices are already reflected on the site. Limited time only! Restrictions apply. Online Only.,Urgency,1
LIMITED CODE - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,Urgency,1
Only 2 left!,Scarcity,1
History Of The NRA,Not Dark Pattern,0
Sometimes I don't feel lucky,Misdirection,1
"The site was easy to navigate. I haven't received my shoes yet, but overall a good experience.",Not Dark Pattern,0
Popular Item! 🔥 16 people are viewing this and 18 recently purchased it.,Social Proof,1
Hair Care Remedies,Not Dark Pattern,0
52 people have added this product to bag in the last 72 hours,Social Proof,1
 Microsoft Xbox One S Wireless Controller » ,Not Dark Pattern,0
 View In Your Room ,Not Dark Pattern,0
Baby Boy Jumpsuits and Rompers,Not Dark Pattern,0
DON'T MISS ON THESE AWESOME IMAGES / DON'T MISS ON OUR TABLE DECORATION SYSTEM,Misdirection,1
"Nice choice. Did you know you’re missing out on these deals with the item in your cart. Suit + Shirt + Tie now $599.99* - Shop Suits, Shirts and Ties Or Get 2 Suit Packages for $1100*",Misdirection,1
"Someone in Arden Hills, United States purchased 120ml Young Napoleon | Best Strawberry Shortcake eJuice | Vaporham Lincoln eLiquid about 42 minutes ago",Social Proof,1
"NO THANKS, I DON'T WANT 20% OFF MY ORDER",Misdirection,1
Mallet E Speed Lace - Black/Silver,Not Dark Pattern,0
Color Block,Not Dark Pattern,0
 Sign In / Join ,Not Dark Pattern,0
Last purchased at 11:19am today.,Social Proof,1
"Free Upgrade, Limited Time!\n*DISH Install Not Available*",Urgency,1
"Roommates agreement... need i say more? this is a great poster for the walls of any house that has more than one person living in it. if you're alone, get it all the same - it'll make you laugh at any given time :)",Not Dark Pattern,0
No wonder I don't want official software at the best price.,Misdirection,1
Thermostats,Not Dark Pattern,0
Only 1 in stock,Scarcity,1
New Rifles,Not Dark Pattern,0
No thanks. I don't like free things...,Misdirection,1
Limited time - final price reflects extra 29% discount,Urgency,1
Graphic T-Shirts,Not Dark Pattern,0
ONLY 3 LEFT,Scarcity,1
Terra - Medium Brown,Not Dark Pattern,0
Only 8 left in stock,Scarcity,1
Call It Spring,Not Dark Pattern,0
"Once a celebrated author of short stories now in his twilight years, ",Not Dark Pattern,0
Blue Sleeve T-Shirts,Not Dark Pattern,0
Become an Affiliate,Not Dark Pattern,0
"Many thanks, I'll be the last to know.",Misdirection,1
Blue Raspberry Pi,Not Dark Pattern,0
Limited Time Offer Limited Offer! 15% off on Naomi Home with Coupon 9N03. You Save $63.74,Urgency,1
Tick here if you do not want to receive Promotional Offers by Post Tick here if you do want to receive Promotional Offers by email and/or SMS Tick here if you would like to receive Offers from selected third parties,Misdirection,1
"No thanks, I don't like exclusive offers",Misdirection,1
 Year of Ours ,Not Dark Pattern,0
JFN Scallop V Neck Solid Casual T-Shirt/Tee,Not Dark Pattern,0
Ericdress Summer Patchwork Polyester Long Women's Tank Top,Not Dark Pattern,0
"No thanks, I prefer to pay more for shoes!",Misdirection,1
Someone bought: HYPE BLUE LARGE SPLAT KIDS LEGGINGS,Social Proof,1
Glow Gear,Not Dark Pattern,0
Blue Raspberry Pi,Not Dark Pattern,0
Flash point - Almost Over! 00 HOURS : 55 1001 MINUTES : 0550 8778 SECONDS,Urgency,1
8 people have viewed this product today!,Social Proof,1
KEY ENDS 00:54:59,Urgency,1
Only 69 left!,Scarcity,1
LOW IN STOCK!! GET YOURS NOW,Scarcity,1
HURRY! £32.99 UK DELIVERY ENDS SOON,Urgency,1
Sprouting Tips,Not Dark Pattern,0
5 in stock,Scarcity,1
1 left in stock,Scarcity,1
"Easy, awesome! ready to go. Held a charge first night",Not Dark Pattern,0
 Champagne Taittinger ,Not Dark Pattern,0
251 people are viewing this right now,Social Proof,1
 C.P. Company ,Not Dark Pattern,0
All Scrapbooking Supplies,Not Dark Pattern,0
only 5 left in stock!,Scarcity,1
2day 13:49:51 Left,Urgency,1
M-Class Remotes :,Not Dark Pattern,0
Memory Cards,Not Dark Pattern,0
Grey Jewelry,Not Dark Pattern,0
Hair Color + Highlights,Not Dark Pattern,0
"No thanks, I don't like good deals.",Misdirection,1
Lace Front African American Wigs,Not Dark Pattern,0
"[NO THANKS, I'LL JUST WALK]",Misdirection,1
(only 5 left),Scarcity,1
 Digital Device Covers ,Not Dark Pattern,0
"No Thanks, I prefer a full price.",Misdirection,1
Cayman Islands Islands,Not Dark Pattern,0
"Yes, I Want To Save Money!No Thanks",Misdirection,1
"No thanks, I’d rather pay the price.",Misdirection,1
"No thanks, I don't like getting free stuff.",Misdirection,1
Institute for Legislative Action,Not Dark Pattern,0
 Midleton Very Rare ,Not Dark Pattern,0
Surgical & Face Masks,Not Dark Pattern,0
Chirag in Anoopshahr just got the JAYS - a-JAYS One+ about 17 minutes ago,Social Proof,1
HOW TO MANAGE SIDE EFFECTS,Not Dark Pattern,0
"Someone in Chambersburg, Pennsylvania purchased",Social Proof,1
"Don't miss out, only 2 left in stock",Scarcity,1
Mixing & Cooking,Not Dark Pattern,0
Shop Optics Online,Not Dark Pattern,0
ADD FOR BETTER RESULTS,Misdirection,1
AdjustableSnapbacksSale Items- View All -,Not Dark Pattern,0
韓國香氛 Cosmic �,Not Dark Pattern,0
. ,Not Dark Pattern,0
FootwearHome Home Office,Not Dark Pattern,0
How about one of these hot sellers?,Misdirection,1
Complete your purchase within the next 12:18 minutes and receive 10% off,Urgency,1
I don't like discounts,Misdirection,1
"Crystal Li pton Flushing, United States purchased a",Social Proof,1
Only 2 copies left,Scarcity,1
 Stone Cold Steve Austin ,Not Dark Pattern,0
Hurry Up! Only 1 Piece Left,Scarcity,1
STAY IN THE LOOP!,Not Dark Pattern,0
"Hurry, limited quantities left!",Scarcity,1
 V&A Collection People Tree’s collaboration with the Victoria and Albert Museum offers a stylish and contemporary capsule collection which celebrates the beauty and variety of pattern which the London museum is renowned for. ,Not Dark Pattern,0
Shirts & Blouses,Not Dark Pattern,0
+ Performance Cookies,Not Dark Pattern,0
 Also notify me about New Arrivals! ,Not Dark Pattern,0
Frame photo of stock in this colour,Not Dark Pattern,0
Thank you for posting a question!,Not Dark Pattern,0
Your order is reserved for 09:54 minutes!,Urgency,1
"No thanks, I'd rather pay full price.",Misdirection,1
Hurry! Only 15 left!,Scarcity,1
Viewed 744 times today,Social Proof,1
"In stock, only 1 products left",Scarcity,1
"No thanks, I'll still want to pay full price",Misdirection,1
Womens Wear Clothing,Not Dark Pattern,0
My Reviews :,Not Dark Pattern,0
Explosive Offers! 80% Off Everything Else,Urgency,1
"Nah, I'll pay full price",Misdirection,1
9 sold in last 4 hours,Social Proof,1
Hurry! Only 9 left in stock.,Scarcity,1
"No thank you, I prefer to pay for shipping.",Misdirection,1
LESS THAN 5 LEFT!,Scarcity,1
Clarity Remotes,Not Dark Pattern,0
3 left in stock,Scarcity,1
Choosing Your Best Plus Size Briefs,Not Dark Pattern,0
High Gable Sheds,Not Dark Pattern,0
Photography Projector Photography,Not Dark Pattern,0
Act now and save $12.99. Limited time !,Urgency,1
"no thanks, I like the full price",Misdirection,1
Soft Flexible (Classic) ,Not Dark Pattern,0
"No thanks, I don't want the free gift.",Misdirection,1
 Printed Long Sleeves Casual Blouse For Women ,Not Dark Pattern,0
"NO THANKS, I DON'T LIKE FREE STUFF",Misdirection,1
High Arches Edit,Not Dark Pattern,0
 Subscribe ,Not Dark Pattern,0
Favored By: 400 people!,Social Proof,1
Best Vacuum Cleaners,Not Dark Pattern,0
Hurry! Only a few of these left,Scarcity,1
Plant-Based Beauty Products,Not Dark Pattern,0
Limited Time Remaining!,Urgency,1
404 Orders Removed,Social Proof,1
No thanks - I don't want to save money,Misdirection,1
 shop by trend ,Not Dark Pattern,0
"No thanks, I don't like FREE stuff.",Misdirection,1
Last Shape Guide,Not Dark Pattern,0
SHOP TRIATHLON,Not Dark Pattern,0
HURRY! ONLY 58 LEFT IN STOCK!,Scarcity,1
LIMITED TIME! - Save $5 OFF Orders $70+ Coupon: SAVE5 - PLUS - Free Gift on Orders $125+,Urgency,1
 Data Processor: Amobee ,Not Dark Pattern,0
"No , I don't like good deals.",Misdirection,1
Hurry Up ! Just 2 Items Left in stock,Scarcity,1
Only 1 left in stock! Get in quick!,Scarcity,1
"By clicking Sign Up, you agree to receive marketing text messages from Southern Voice at the number provided, including messages sent by autodialer. Consent is not a condition of any purchase. Message and data rates may apply. Message frequency varies. Reply HELP for help or STOP to cancel. View our Privacy Policy and Terms of Service.",Not Dark Pattern,0
"Mitchell H. Purchased a Dimplex IgniteXL 100"" Linear Built in Electric Fireplace",Social Proof,1
Spring Styles Style,Not Dark Pattern,0
Recent Searches,Not Dark Pattern,0
Skin Concerns,Not Dark Pattern,0
Crystal Lotus Edit,Not Dark Pattern,0
"Hurry, Only a few left!",Scarcity,1
All consumers in the EU are charged VAT on the purchase of goods and services,Not Dark Pattern,0
156 sold in last 24 hours,Social Proof,1
Only 14 left in stock,Scarcity,1
 Data Processor Privacy Policy: https://www.appnexus.com/corporate-privacy-policy ,Not Dark Pattern,0
 Shop All NFL ,Not Dark Pattern,0
"Kamal in Lathrop, United States purchased a Father Sons Super Slim Thin Feather Print Long Sleeve - FS429 4 hours ago",Social Proof,1
Your order is reserved for 09:58 minutes!,Urgency,1
Functional Cookies,Not Dark Pattern,0
FLASH 19:15:22,Urgency,1
This chart should be used as a guide only. Due to each manufacturer’s size scale inconsistencies may occur.,Not Dark Pattern,0
OFFER ENDS IN: 00:32:04 TIME IS SOLD OUT!,Urgency,1
Only 34 Left!,Scarcity,1
Delivery & Returns,Not Dark Pattern,0
Selling Fast,Scarcity,1
HURRY! ONLY 1 IN STOCK!,Scarcity,1
17 people have added this item to cart,Social Proof,1
"No thanks, I'll pay full price",Misdirection,1
@elsieandpresley_ got some fantastic color results with our Hair Color Wax. Well done 👏,Not Dark Pattern,0
30 people have purchased this item,Social Proof,1
Beetle Remotes,Not Dark Pattern,0
Dressmakers Mannequins ,Not Dark Pattern,0
selected language日本語currencyJPY,Not Dark Pattern,0
"No thanks, I don't like savings",Misdirection,1
Your order is reserved for 09:14 minutes!,Urgency,1
HURRY! YOUR 10% OFF EXPIRES IN 29:43,Urgency,1
"Like many websites, we share certain information, such as your IP address, device ID or similar online identifier, with certain third parties, such as social networks and advertising networks. This information is used to personalize advertising you see after you’ve visited our website. The California Consumer Privacy Act (“CCPA”) considers our sharing of that information in this manner to be a “sale.”For more information about the First and Third Party Cookies used please follow this link.",Not Dark Pattern,0
" Sorry, we could not process your request at the moment. Please try again in a few minutes. ",Not Dark Pattern,0
111 people have purchased this item,Social Proof,1
"Contact us ASAP (like seriously) at getflat@flattummyco.com and we will do everything we can to update this for you. As soon as you order, we will send you a confirmation email so please check your details carefully.",Not Dark Pattern,0
Please note: we do not ship to PO Boxes,Not Dark Pattern,0
Someone in Keilor East bought a Piranta-Edge Skinning Knife - Blaze - Havalon Knives54 minutes ago,Social Proof,1
View all,Not Dark Pattern,0
Converse Video,Not Dark Pattern,0
LIMITED TIME OFFER! FREE SHIPPING OVER $99 + FREE RETURNS*,Urgency,1
Just BEE Queen,Not Dark Pattern,0
Shop all,Not Dark Pattern,0
12 recently purchased it.,Social Proof,1
00:15:07:45,Urgency,1
I have a strong liking to walnut. Even the sapwood can look very presentable when finished good. Thus cutting board is a great item for use and conversation and looks good. ,Not Dark Pattern,0
Massive Tax Time Sale See Sales Sale ends in,Urgency,1
beautifully written prose,Not Dark Pattern,0
Only 1 left in stock! Order soon!,Scarcity,1
Daystate FAC Air Rifles,Not Dark Pattern,0
Related Items On Special Offer:,Misdirection,1
Wish Your Loved Ones Instantly with Ferns N Petals International Services,Not Dark Pattern,0
Influencer Program mes,Not Dark Pattern,0
Hurry up! Prices increase in 0 DAYS 11 HRS 59 MINS 55 SECS,Urgency,1
Only 15 left in stock,Scarcity,1
Christmas Gifts by Year,Not Dark Pattern,0
77 PEOPLE LIKE THIS,Social Proof,1
"No thanks, I prefer to pay extra for shoes!",Misdirection,1
2 in stock,Scarcity,1
ONLY 1 LEFT! GET IT NOW!,Scarcity,1
"No thanks, I want to pay the full price.",Misdirection,1
Over 238 people have bought this product,Social Proof,1
FREE NECKLACE FOR MOM 01Days Days 35Mins 02Secs,Urgency,1
Browse by A-Z,Not Dark Pattern,0
Art & Crafting Tools,Not Dark Pattern,0
"No thanks, I don't like ...",Misdirection,1
Don't miss out! We've sold 38 in the last few days.,Social Proof,1
only 5 left,Scarcity,1
"Alyssa in San Antonio, United States purchased a iTunes Japan Gift Card 10000 JPY about 35 minutes ago",Social Proof,1
MoTrail Machine,Not Dark Pattern,0
There is only one product left!,Scarcity,1
I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully,Not Dark Pattern,0
Highline Double Wheel Bag,Not Dark Pattern,0
Tube Tops »,Not Dark Pattern,0
Order in 13:16 to get $200 off your mattress,Urgency,1
Purchased 100+ times in the last few days.,Social Proof,1
Other Applications :,Not Dark Pattern,0
Shop Dresses by Occasion,Not Dark Pattern,0
only 2 left,Scarcity,1
Free climate compensated shipping & returns,Not Dark Pattern,0
Your order is reserved for 09:14 minutes!,Urgency,1
JerseysPantsSleepwear & UnderwearSwim CollectionT-ShirtsSale Items- - All -,Not Dark Pattern,0
Almost Perfect Jeans,Not Dark Pattern,0
 All Licensed ,Not Dark Pattern,0
"Rose in Portland, United States purchased Green Eco-Friendly iPhone XR Case about 54 minutes ago",Social Proof,1
Great for keeping track of your pup while at work,Not Dark Pattern,0
 IZZY MIDI DRESS Ivory ,Not Dark Pattern,0
 Summer V Neck Solid Color Short Sleeve Waffle T-Shirt ,Not Dark Pattern,0
Limited time offer.,Urgency,1
Green Tea is made up of properties that have been known to increase caloric expenditure as well as the metabolism of fat,Not Dark Pattern,0
Casual Sheath Chiffon Sequins Straps V-neck Sleeveless Bridesmaid Dress,Not Dark Pattern,0
"No thanks, I'll be the last to know.",Misdirection,1
"Jumpers, Shirts & T-Shirts",Not Dark Pattern,0
Customer Feedback,Not Dark Pattern,0
Intercoms & Doorbells,Not Dark Pattern,0
"""Your purchase entitles you to the following special""",Misdirection,1
In other users' carts 59,Social Proof,1
Aids mental processing†,Not Dark Pattern,0
 Added to Favorites ,Not Dark Pattern,0
@elsieandpresley_ got some fantastic color results with our Hair Color Wax. Well done !,Not Dark Pattern,0
Only 8 left in stock. Almost Gone!,Scarcity,1
"No thanks, I don't like saving money",Misdirection,1
Best Optic Accessories Deals,Not Dark Pattern,0
1DAYS 04 HOURS 17 MINUTES 18 SECONDS,Urgency,1
"Tristan in Markham, Canada wearing a Dragon Baseball Jersey",Social Proof,1
Ribbons Edit,Not Dark Pattern,0
Act now and save $12.99. Limited time only!,Urgency,1
Present your Fave voucher (it's in the Purchases section under My Fave) at the outlet.,Not Dark Pattern,0
NEED ADDITIONAL HELP?,Not Dark Pattern,0
 Shirts & Blouses ,Not Dark Pattern,0
COMBAT GEARHot TER,Not Dark Pattern,0
Thank you for posting a question!,Not Dark Pattern,0
 Face Masks,Not Dark Pattern,0
67% offers claimed. Hurry up!,Scarcity,1
Items in your cart are in high demand.,Scarcity,1
Login AccountSign-in to your account,Not Dark Pattern,0
Only 2 left in stock!,Scarcity,1
2+ people just viewed this product,Social Proof,1
"Annie in Cheras, Malaysia just bought: An Abundance of Flowers - Van-Go Paint-By-Number Kit",Social Proof,1
Dog Whistles & Lanyards,Not Dark Pattern,0
Synthesis E-MTB Carbon Wheelset,Not Dark Pattern,0
New In Bottoms,Not Dark Pattern,0
Only 8 left,Scarcity,1
New In ,Not Dark Pattern,0
3642 BOUGHT,Social Proof,1
